case_id,split,workload,entries,q_bits,rom_bits,sequence_length,head_dimension,score_scale,repetition,seed,optimized_oracle_probability_mae,optimized_oracle_probability_relative,optimized_oracle_probability_cosine,optimized_oracle_attention_mae,optimized_oracle_attention_relative,optimized_oracle_attention_cosine,ab_softmax_mae,ab_softmax_relative,ab_softmax_cosine,ab_attention_mae,ab_attention_relative,ab_attention_cosine,optimized_fp32_softmax_mae,optimized_fp32_softmax_relative,optimized_fp32_softmax_cosine,optimized_fp32_attention_mae,optimized_fp32_attention_relative,optimized_fp32_attention_cosine,optimized_probability_sum,optimized_probability_sum_error,ab_probability_sum_error,optimized_fp32_probability_sum_error,case_worst_error
random_scores_L256_D64_scale1_R0,calibration,random_scores,64,10,704,256,64,2.0,0,2041129786,3.087623001928375e-05,0.00790431488493664,0.9999989478655409,0.003007671480448458,0.0064023517737453045,0.9999991942998084,2.0633383343238165e-05,0.005281744430023881,0.9999999076571015,0.0023171892971731722,0.004925792639468011,0.9999999400237825,3.087592194539468e-05,0.007904235054724594,0.9999989478639036,0.003007649414939806,0.006402304498388812,0.9999991943113303,1.0053582016607834,0.005358201660783379,0.00528214613586897,0.005358079789857584,0.00790431488493664
random_scores_L256_D64_scale1_R1,calibration,random_scores,64,10,704,256,64,2.0,1,209589351,2.4850263939602874e-05,0.006361667568538336,0.9999973934914322,0.000800251474538273,0.0028924774653842655,0.9999978843343004,1.3892168739815247e-05,0.003556959616745623,0.9999999605751738,0.0011096901434939355,0.004019709743338497,0.9999999420168761,2.4850229090489506e-05,0.00636165863836786,0.9999973934868983,0.0008002375398064032,0.002892427053729702,0.9999978843963153,1.003397714915991,0.003397714915990946,0.0035563951973927033,0.003397713533104252,0.006361667568538336
random_scores_L256_D128_scale0_R0,calibration,random_scores,64,10,704,256,128,1.0,0,3371775186,4.262847175855362e-05,0.010912888770189727,0.9999342275458702,0.0008845964104004811,0.011241885627925573,0.9999354317996297,1.0147117563974462e-05,0.002597453402258698,0.9999995532168818,0.0001959089859155938,0.0024970010858587606,0.9999996297048688,4.262841417812524e-05,0.010912873454256034,0.9999342275733369,0.0008845961492625065,0.01124188171537112,0.999935431777951,1.0026780077605508,0.002678007760550827,0.002597662096377462,0.0026779550389619544,0.011241885627925573
random_scores_L256_D128_scale0_R1,calibration,random_scores,64,10,704,256,128,1.0,1,141512215,3.535233406762744e-05,0.009050197521312624,0.9999622852926293,0.0007070882893838866,0.008429518381674037,0.9999644157412525,1.0243295321288315e-05,0.0026222000586326967,0.999998398513514,0.0002346145029150648,0.0028022928452592134,0.999998518998101,3.535238090535131e-05,0.009050209042662105,0.9999622851530938,0.000707090919604525,0.008429549085281247,0.9999644154557521,1.0024243370862678,0.0024243370862677693,0.0023924769629957154,0.002424285252345726,0.009050197521312624
random_scores_L256_D128_scale1_R0,calibration,random_scores,64,10,704,256,128,2.0,0,2879470677,4.0530069337495936e-05,0.01037569775039896,0.9999979254595339,0.002925769425082123,0.008042015880715236,0.9999970608242548,1.7607298499200397e-05,0.004503971797934762,0.999999995012787,0.0016713070726837032,0.004579674580004007,0.9999999938348586,4.053042055307543e-05,0.01037578907346059,0.9999979254452295,0.002925816341303289,0.008042145889152709,0.9999970608333079,1.0052838093915852,0.005283809391585237,0.0045074684157953016,0.005283945465407669,0.01037569775039896
random_scores_L256_D128_scale1_R1,calibration,random_scores,64,10,704,256,128,2.0,1,1485725105,3.08153569551175e-05,0.00788873138051008,0.99998316591695,0.0012260935375881178,0.005784781392993105,0.9999834818648783,1.6900661570673492e-05,0.00432796693946637,0.9999969566186833,0.0008863378025125712,0.004190491153324215,0.9999966144863447,3.08155754140671e-05,0.007888788078340878,0.9999831657765055,0.0012261074443813413,0.005784847324144817,0.999983481557537,1.0040036516056716,0.004003651605671621,0.004326569362092414,0.004003749509138288,0.00788873138051008
random_scores_L512_D64_scale0_R0,calibration,random_scores,64,10,704,512,64,1.0,0,393753057,2.6249160070040057e-05,0.01343956995586051,0.9999122339906901,0.0008305884669363613,0.01441476868804845,0.9999033577313923,1.2997439625905827e-05,0.006652117842434895,0.9999980896397652,0.0003686389318318106,0.006401417274053771,0.9999988829105834,2.624909360804395e-05,0.013439535202728033,0.9999122344380494,0.0008305866504088044,0.014414736160885334,0.9999033579119231,1.0070412195273093,0.007041219527309295,0.006654689088463783,0.007041165612463374,0.01441476868804845
random_scores_L512_D64_scale0_R1,calibration,random_scores,64,10,704,512,64,1.0,1,2303777491,2.4612229630102172e-05,0.012601461570612316,0.9999286746797079,0.0007370269070622654,0.014172875920406024,0.9999190393604729,1.2107811883765862e-05,0.006200192024792979,0.9999892950049271,0.00042320617649238557,0.008158067305648385,0.9999883158968368,2.4612213977093234e-05,0.01260145378374878,0.9999286748667102,0.0007370273233391345,0.014172884410721542,0.999919039323642,1.0059265935997246,0.005926593599724583,0.0060866435305797495,0.005926611651375424,0.014172875920406024
random_scores_L512_D64_scale1_R0,calibration,random_scores,64,10,704,512,64,2.0,0,3353718886,2.3028605016231427e-05,0.01179064576831049,0.9999464679099439,0.0015077592884034906,0.014664693418204488,0.9999055585998778,1.4700937852829554e-05,0.00753380755200272,0.9999901267184134,0.0008811912557575852,0.008595929684553671,0.9999852677415734,2.302869891096515e-05,0.01179069481706074,0.9999464674020877,0.0015077667485456914,0.014664767643417426,0.9999055581069118,1.006607375493786,0.006607375493786094,0.007526880180648732,0.006607458156139501,0.014664693418204488
random_scores_L512_D64_scale1_R1,calibration,random_scores,64,10,704,512,64,2.0,1,3069741948,2.204585848417338e-05,0.011287479543896771,0.9999529470426651,0.001550269188511286,0.014185938791740236,0.9999582712360221,7.710467211374805e-06,0.003950221316166638,0.9999978387309018,0.00046757344898651354,0.0042591764054026905,0.9999978719958227,2.204583924814152e-05,0.01128746912750496,0.999952947142975,0.0015502659007324837,0.014185907451136303,0.999958270996824,1.0033216919678125,0.0033216919678125123,0.003944974499518139,0.003321641686966359,0.014185938791740236
random_scores_L512_D128_scale0_R0,calibration,random_scores,64,10,704,512,128,1.0,0,2711588791,2.0762617334940778e-05,0.010630460075489678,0.9999283924692917,0.0006337880153050162,0.01196373766716918,0.9999377170828379,9.770678843779024e-06,0.005003763170893799,0.9999981771228582,0.00029430123140627984,0.005553834318839106,0.9999977600867389,2.0762563103460252e-05,0.010630431198004237,0.9999283925800508,0.0006337864806482685,0.01196370764117301,0.9999377171627215,1.0047676438189228,0.0047676438189228065,0.00500258756801486,0.004767539310705615,0.01196373766716918
random_scores_L512_D128_scale0_R1,calibration,random_scores,64,10,704,512,128,1.0,1,4160562991,1.889782640607824e-05,0.009675687119912058,0.999947239753154,0.0005499575134269148,0.01074791198078734,0.9999523055172752,3.9040526615963245e-06,0.001997037007161705,0.9999988882624139,0.00013124341057846323,0.0025601453008748808,0.9999988916449467,1.889783664665856e-05,0.009675692106023854,0.9999472395641893,0.000549957032490056,0.010747902299397873,0.9999523053777531,1.0029058727086522,0.0029058727086521685,0.001985531438549515,0.0029058461404929403,0.01074791198078734
random_scores_L512_D128_scale1_R0,calibration,random_scores,64,10,704,512,128,2.0,0,699071233,2.0995078503839596e-05,0.010749480193965873,0.9999889570512407,0.0011731347705090961,0.004328192571576831,0.9999901348636061,1.1076951768274057e-05,0.005670677670884683,0.9999996569899084,0.0014659241714980453,0.005436876329517626,0.999999735500736,2.0995079843544318e-05,0.010749480703383142,0.9999889570522201,0.001173123237094842,0.004328149844187274,0.9999901349504855,1.005793097890546,0.005793097890546051,0.005665840706569725,0.0057930814700739575,0.010749480193965873
random_scores_L512_D128_scale1_R1,calibration,random_scores,64,10,704,512,128,2.0,1,2945457681,2.306883701560821e-05,0.011811244551991408,0.9999972283500133,0.0035893812139399846,0.009429003517062664,0.9999970633350698,1.3854390003009698e-05,0.007090057735610138,0.9999997678397354,0.0030880637386871967,0.008104496179215532,0.9999997442407398,2.3068797320946466e-05,0.011811224045908503,0.9999972283664922,0.003589401487261057,0.009429057275482126,0.9999970633349148,1.0075715743847695,0.007571574384769519,0.007093447681540965,0.007571558940469458,0.011811244551991408
random_scores_L1024_D64_scale0_R0,calibration,random_scores,64,10,704,1024,64,1.0,0,844679095,1.785497056625344e-05,0.018283489859843523,0.999811499489538,0.0010045918996471263,0.0218806899918164,0.9997830950249832,8.398258719566343e-06,0.008597416441216851,0.9999839597428545,0.0004282942245481536,0.009376660801922825,0.9999825531230995,1.7855034233349443e-05,0.018283555305712084,0.999811498024027,0.0010045943126897328,0.021880741200885692,0.9997830935228225,1.0088790272748156,0.008879027274815599,0.008599816928835935,0.008879040989995701,0.0218806899918164
random_scores_L1024_D64_scale0_R1,calibration,random_scores,64,10,704,1024,64,1.0,1,2426034371,1.2354740981824815e-05,0.01265125476538861,0.9999388732870198,0.0006022323920747547,0.014393327553685876,0.9999385330881,1.0224473333764195e-05,0.010474527357823653,0.999987053981725,0.0004758681625389727,0.011386080902458306,0.9999876550546654,1.2354828745841928e-05,0.012651346707066139,0.9999388732564828,0.0006022351899446221,0.014393396903224895,0.9999385333386086,1.0100243356700958,0.010024335670095752,0.010469860693774535,0.010024499393693986,0.014393327553685876
random_scores_L1024_D64_scale1_R0,calibration,random_scores,64,10,704,1024,64,2.0,0,974098872,1.276722116011544e-05,0.013073634467958211,0.9999912221288828,0.001083201055246003,0.004766693855728199,0.9999923695016066,9.196557140711548e-06,0.009416320209988482,0.9999977819765474,0.0011166947078891098,0.004923216659446351,0.9999981715472375,1.2767147861997286e-05,0.013073557967746278,0.999991222138106,0.001083198090782389,0.004766680384769746,0.9999923694769647,1.009518620056724,0.009518620056724103,0.009417274512088625,0.009518509685932486,0.013073634467958211
random_scores_L1024_D64_scale1_R1,calibration,random_scores,64,10,704,1024,64,2.0,1,3900981413,1.3501302371293314e-05,0.013825333628204355,0.9999857185595228,0.0014931424038310043,0.013602641097283685,0.9999881242937141,1.1557415592999831e-05,0.011830577873365913,0.999986272601656,0.001321542631558259,0.012017822083575266,0.9999893877104932,1.3501170226221104e-05,0.013825195994383222,0.9999857185450461,0.0014931339519534959,0.013602562970300805,0.9999881242802187,1.0121911323624317,0.012191132362431745,0.011834793567231827,0.012190964750544708,0.013825333628204355
random_scores_L1024_D128_scale0_R0,calibration,random_scores,64,10,704,1024,128,1.0,0,955864114,1.1953424241130756e-05,0.012240306422917895,0.9999389783607306,0.0005425146767143058,0.014166185262911931,0.9999399544350074,8.398125791231337e-06,0.008603563371138333,0.9999911688059773,0.00036987724070058903,0.009647864869220387,0.9999918903181462,1.1953474215786741e-05,0.012240358793068144,0.999938978373837,0.0005425167200883152,0.01416623970066469,0.9999399546814403,1.0081484072215972,0.008148407221597154,0.008599680810220889,0.008148504939526902,0.014166185262911931
random_scores_L1024_D128_scale0_R1,calibration,random_scores,64,10,704,1024,128,1.0,1,2316380272,1.315592980018036e-05,0.01347167211538469,0.9999377046824913,0.0005953658982594261,0.016484708915405443,0.9999218278402179,1.005991362923453e-05,0.01029843528123855,0.9999841716893594,0.0003851618694170611,0.01066857173219787,0.9999815368106438,1.3155883845428207e-05,0.013471624406308925,0.9999377052062679,0.0005953646232228493,0.01648467414994352,0.9999218287308164,1.010584528079562,0.010584528079562006,0.010301351556336158,0.010584479725366691,0.016484708915405443
random_scores_L1024_D128_scale1_R0,calibration,random_scores,64,10,704,1024,128,2.0,0,2742530172,1.5883990878732578e-05,0.01626520665982216,0.9999526814548415,0.0014614932316136466,0.01195348775763411,0.9999555891119475,1.2479588503311323e-05,0.01279550446149582,0.9999927435135039,0.0016264076948573347,0.013386568056502597,0.9999911521988019,1.5883928704024664e-05,0.016265142727542523,0.9999526819227685,0.0014614879546570592,0.011953444739767496,0.9999555895731295,1.011485316783478,0.011485316783478083,0.012767472884036124,0.011485300467683146,0.01626520665982216
random_scores_L1024_D128_scale1_R1,calibration,random_scores,64,10,704,1024,128,2.0,1,1261299849,1.3293425114452127e-05,0.013612467317198979,0.99995359205346,0.0012131457925365799,0.01358376467526083,0.9999475681037856,1.0090351597158431e-05,0.010328723763316533,0.9999959489967117,0.0010372911547165131,0.011652912503404108,0.9999948132044555,1.329341839699516e-05,0.013612460755918019,0.9999535923524142,0.0012131490857427707,0.013583802091318285,0.9999475680244159,1.0107000651708518,0.010700065170851758,0.010332520035490234,0.010700088487354265,0.013612467317198979
single_head_qktv_L128_D64_scale0_R0,calibration,single_head_qktv,64,10,704,128,64,1.0,0,3681430156,6.648690572062379e-05,0.008510323932239845,0.9999510672332436,0.0009138760779677068,0.007851693280536991,0.9999696747306702,9.526430631012772e-06,0.0012197250185434095,0.9999999363300005,0.00014855180052109063,0.0012752724380663014,0.9999999595065343,6.648678595411184e-05,0.008510308605593871,0.9999510674738921,0.0009138734021689743,0.007851670060054298,0.9999696751012637,1.000939075864153,0.0009390758641529828,0.0012193831207696348,0.0009390762716066092,0.008510323932239845
single_head_qktv_L128_D64_scale0_R1,calibration,single_head_qktv,64,10,704,128,64,1.0,1,2849178091,5.852893544304116e-05,0.00749170373670927,0.999960726038464,0.0007762199794021283,0.007784078209757052,0.9999741726363408,2.0055084405612433e-05,0.002567096507549646,0.9999990492586764,0.0002724755904637277,0.002729719955493732,0.9999989476809746,5.8528955378278624e-05,0.007491705797835659,0.9999607259327823,0.0007762197928968817,0.007784075826966025,0.9999741724973303,1.0025492471759208,0.0025492471759207547,0.0025670508039183915,0.002549181692302227,0.007784078209757052
single_head_qktv_L128_D64_scale1_R0,calibration,single_head_qktv,64,10,704,128,64,2.0,0,2455629496,6.571105629333707e-05,0.008411015205547146,0.9999673683484218,0.0008858723075889455,0.007318944433541129,0.9999737513092163,1.424404354111175e-05,0.0018233681206212612,0.9999997409420384,0.00022958542103879154,0.0018979313897348488,0.9999998387259558,6.571110770892119e-05,0.008411021200707625,0.9999673682633845,0.00088587669597473,0.00731898045066942,0.999973750983253,1.0017516407533549,0.0017516407533548772,0.001823237573262304,0.0017515710787847638,0.008411015205547146
single_head_qktv_L128_D64_scale1_R1,calibration,single_head_qktv,64,10,704,128,64,2.0,1,4192548942,6.652027343951109e-05,0.00851459500025742,0.9999586664886841,0.0009134264769119157,0.008894272943519417,0.9999550942626213,1.5286577649931132e-05,0.0019566590127928483,0.9999995428494107,0.0002407725842203945,0.002339798911045043,0.9999996005194514,6.652017896158213e-05,0.008514582568702099,0.9999586666088063,0.0009134223364526406,0.008894232232035589,0.9999550944165086,1.0019683990540216,0.0019683990540215746,0.001956681939191185,0.001968359312741086,0.008894272943519417
single_head_qktv_L128_D128_scale0_R0,calibration,single_head_qktv,64,10,704,128,128,1.0,0,1307573450,6.330732008121499e-05,0.00810333697039552,0.9999526137187331,0.0013184129260424707,0.010941150466626892,0.9999532240879102,1.1718108112290793e-05,0.0014999093075304245,0.9999999240108809,0.00018981171160703525,0.0015677667557472085,0.9999999205989235,6.330735027404444e-05,0.008103340829653409,0.9999526133239008,0.0013184162962716073,0.010941178400456443,0.9999532239318488,1.0015056054107845,0.001505605410784483,0.0014999178383732215,0.0015056047413963825,0.010941150466626892
single_head_qktv_L128_D128_scale0_R1,calibration,single_head_qktv,64,10,704,128,128,1.0,1,956162435,7.985613612263452e-05,0.01022158542369722,0.9999372518980674,0.001156065401608142,0.011745386537380968,0.9999375290267234,5.145173645360046e-06,0.000658515056025692,0.9999999200756885,7.439532782882452e-05,0.0007547570731899565,0.9999999201882054,7.985622505657375e-05,0.010221596846807294,0.9999372517964504,0.0011560657221707515,0.01174538990559376,0.9999375289307406,1.000688231055392,0.0006882310553919524,0.0005862279504071921,0.0006882349262014031,0.011745386537380968
single_head_qktv_L128_D128_scale1_R0,calibration,single_head_qktv,64,10,704,128,128,2.0,0,836259197,6.843488159942123e-05,0.008759664844725918,0.9999626828030681,0.0011366434063504265,0.00795407647730171,0.9999775078568541,2.269665947096655e-05,0.0029049664754355574,0.9999999074733231,0.00042669322283472866,0.002978851485240055,0.9999999267160902,6.843495918928966e-05,0.008759674402996801,0.9999626825903581,0.00113664931996027,0.007954117921108674,0.9999775075762519,1.0029760637116851,0.0029760637116851285,0.0029051724122837186,0.00297602110367734,0.008759664844725918
single_head_qktv_L128_D128_scale1_R1,calibration,single_head_qktv,64,10,704,128,128,2.0,1,2033102325,6.23219673494509e-05,0.007977211820729715,0.9999600884449672,0.0008208731345974311,0.008136674982342877,0.9999649568220442,1.0117277497556643e-05,0.0012951638504352298,0.9999994827926413,0.00016296041576424614,0.0016153117489747005,0.9999994653739446,6.232195096345094e-05,0.007977209808294975,0.9999600885513512,0.0008208731451304629,0.008136675131606578,0.9999649568434674,1.001035328808939,0.0010353288089390844,0.0011529438488651067,0.0010353394609410316,0.008136674982342877
single_head_qktv_L256_D64_scale0_R0,calibration,single_head_qktv,64,10,704,256,64,1.0,0,2937057513,3.859875958805753e-05,0.009881282454542726,0.9999664879258633,0.00078556790481201,0.007882926174381157,0.999965730372356,1.225774428803561e-05,0.0031391625539521025,0.9999973762478107,0.0003550774563336745,0.003566796760572172,0.9999974560678644,3.85987294748702e-05,0.009881274505003644,0.9999664878691327,0.0007855658914195374,0.007882905490436734,0.9999657304411893,1.0027620809414657,0.0027620809414656833,0.0031379825377371162,0.0027620565961115062,0.009881282454542726
single_head_qktv_L256_D64_scale0_R1,calibration,single_head_qktv,64,10,704,256,64,1.0,1,2987470401,3.7339831646517924e-05,0.00955899690150859,0.9999433467478127,0.0006312858279780828,0.00974713425728447,0.999962730742669,6.3501461227133404e-06,0.0016258388584271322,0.9999996981904135,0.00011524110959726386,0.0017771467315451663,0.9999996924949636,3.733982993026075e-05,0.009558996606395222,0.9999433468178847,0.0006312866862572264,0.00974714788572992,0.9999627304695478,1.0015017315163277,0.001501731516327709,0.0016256374074146152,0.0015017466066638008,0.00974713425728447
single_head_qktv_L256_D64_scale1_R0,calibration,single_head_qktv,64,10,704,256,64,2.0,0,3493778902,3.514022672228087e-05,0.008995898040903904,0.9999788222068183,0.0008219459179570918,0.008314322346345368,0.9999747373697242,1.2117365315589268e-05,0.003101794668819883,0.9999992757180408,0.0004289357893867418,0.004350835470341798,0.9999988668028772,3.5140283245027604e-05,0.008995913115455487,0.9999788222989482,0.0008219457104132744,0.008314320610985824,0.999974737536065,1.0031829186918912,0.0031829186918912455,0.0031020455207908526,0.003182985914463643,0.008995898040903904
single_head_qktv_L256_D64_scale1_R1,calibration,single_head_qktv,64,10,704,256,64,2.0,1,4176383484,3.4348364115939945e-05,0.008793181213680628,0.999952297470349,0.0006122690253702,0.0097844652588391,0.9999518426969475,6.017120085743954e-06,0.001540262685628843,0.9999994159141906,0.00011011889728251845,0.0017654364538539154,0.9999992586787256,3.4348347298873705e-05,0.008793176659250338,0.9999522974369713,0.0006122693448560312,0.009784470316423403,0.9999518425416409,1.001614569046069,0.0016145690460689366,0.0015366236912086606,0.0016145406989380717,0.0097844652588391
single_head_qktv_L256_D128_scale0_R0,calibration,single_head_qktv,64,10,704,256,128,1.0,0,637533275,3.602319546930363e-05,0.00922193804014173,0.999968593946659,0.000846774308201256,0.008348110106491006,0.9999683316573968,9.798067310384795e-06,0.002506592458063466,0.9999992188825284,0.0002602330714580603,0.0025618031554102564,0.9999991779070818,3.602314748718527e-05,0.009221925682575762,0.999968594080118,0.0008467719162581488,0.008348086238207219,0.9999683317093924,1.0031916127190925,0.003191612719092518,0.0025083052314585075,0.0031916046791593544,0.00922193804014173
single_head_qktv_L256_D128_scale0_R1,calibration,single_head_qktv,64,10,704,256,128,1.0,1,2665454901,2.7054189951660784e-05,0.006925872627625161,0.9999767076641755,0.0005167433316296745,0.006709696671647354,0.9999775033292415,6.848913017165614e-06,0.0017530539020859687,0.9999991842556958,0.00016763145686127245,0.0021780444078221026,0.9999991932230735,2.7054235488321865e-05,0.006925884672830641,0.9999767076608075,0.0005167443941900274,0.006709710886235828,0.9999775033001724,1.0019061010098085,0.0019061010098084807,0.0017533217323943973,0.0019061570055782795,0.006925872627625161
single_head_qktv_L256_D128_scale1_R0,calibration,single_head_qktv,64,10,704,256,128,2.0,0,2769678624,4.1045585118128514e-05,0.0105076697902409,0.9999471061724499,0.0008297821060874207,0.01108947572876494,0.9999517219166223,1.946230418070627e-05,0.004981024718559989,0.9999989687876298,0.0003771407573367469,0.005042460045128088,0.9999992642094804,4.1045467696676496e-05,0.010507638815969693,0.9999471062842783,0.0008297778549604118,0.011089417971514939,0.9999517221006142,1.005248389847111,0.005248389847110957,0.004982349870260805,0.005248302826657891,0.01108947572876494
single_head_qktv_L256_D128_scale1_R1,calibration,single_head_qktv,64,10,704,256,128,2.0,1,4272475987,4.1885265930051034e-05,0.010722628078093066,0.9999430562405136,0.0010260380207391122,0.012321463321619645,0.999943413846194,1.6425837429778767e-05,0.004203863862131739,0.999997483366709,0.0004568940112221753,0.005483406762129028,0.9999976477593343,4.1885195031454714e-05,0.01072260977591876,0.9999430564619699,0.0010260346743962145,0.012321422618200106,0.9999434140149517,1.00447869591153,0.00447869591152994,0.004205014382023364,0.004478681723412592,0.012321463321619645
single_head_qktv_L512_D64_scale0_R0,calibration,single_head_qktv,64,10,704,512,64,1.0,0,901420804,2.115650374785365e-05,0.010832129918901071,0.9999368821081043,0.0005434551142763989,0.008912053031575874,0.999959265141619,7.369838243675986e-06,0.0037762947611737884,0.9999988038023625,0.0002160926342185121,0.0035432956288529694,0.9999993213102948,2.1156501063046562e-05,0.01083212740470677,0.9999368817949714,0.0005434552840597462,0.008912055077086036,0.999959264998571,1.0029954569909023,0.002995456990902312,0.0037733571807621047,0.0029953517878311686,0.010832129918901071
