case_id,split,entries,q_bits,rom_bits,sequence_length,head_dimension,score_scale,repetition,seed,probability_stable_relative_error,output_stable_relative_error,case_worst_error,probability_sum_error
random_scores_L256_D64_scale1_R1,final_test,64,12,1024,256,64,2.0,1,3504234577,0.025525379103518583,0.01479866153567319,0.025525379103518583,2.054542892437894e-05
random_scores_L256_D128_scale0_R0,final_test,64,12,1024,256,128,1.0,0,1871249097,0.0385865830433581,0.043433486708500314,0.043433486708500314,9.737383516039699e-05
random_scores_L256_D128_scale0_R1,final_test,64,12,1024,256,128,1.0,1,4090941081,0.03355091135418459,0.03269210727487759,0.03355091135418459,0.0006430490684579127
random_scores_L256_D128_scale1_R0,final_test,64,12,1024,256,128,2.0,0,3217101173,0.0295648304308212,0.020708355100938842,0.0295648304308212,0.0004197884591121692
random_scores_L256_D128_scale1_R1,final_test,64,12,1024,256,128,2.0,1,3837859703,0.027899276453344137,0.02076377448845352,0.027899276453344137,0.00020422196212166455
random_scores_L512_D64_scale0_R0,final_test,64,12,1024,512,64,1.0,0,704213214,0.04358160999470188,0.05035238895717864,0.05035238895717864,5.599926225841045e-06
random_scores_L512_D64_scale0_R1,final_test,64,12,1024,512,64,1.0,1,1267423294,0.034438713291554776,0.04108023088402281,0.04108023088402281,0.0001292391461902298
random_scores_L512_D64_scale1_R0,final_test,64,12,1024,512,64,2.0,0,3565306119,0.04106992766333668,0.04686217927615287,0.04686217927615287,0.0002816296102992055
random_scores_L512_D64_scale1_R1,final_test,64,12,1024,512,64,2.0,1,771629024,0.03760754306093099,0.022200714577241404,0.03760754306093099,0.0001229479445328252
random_scores_L512_D128_scale0_R0,final_test,64,12,1024,512,128,1.0,0,1715525944,0.03439160768640607,0.034531412674172236,0.034531412674172236,0.0002505915217625443
random_scores_L512_D128_scale0_R1,final_test,64,12,1024,512,128,1.0,1,1529591353,0.036099983934387306,0.04197474578250771,0.04197474578250771,0.000489250996906776
random_scores_L512_D128_scale1_R0,final_test,64,12,1024,512,128,2.0,0,3721455576,0.03680454008694928,0.033922408032731076,0.03680454008694928,0.0001070359178356739
random_scores_L512_D128_scale1_R1,final_test,64,12,1024,512,128,2.0,1,4089477858,0.04686844535414976,0.04794085377873597,0.04794085377873597,0.00039061923598637804
random_scores_L1024_D64_scale0_R0,final_test,64,12,1024,1024,64,1.0,0,3209714255,0.0345381340694058,0.029957205409172218,0.0345381340694058,0.0002807496093737427
random_scores_L1024_D64_scale0_R1,final_test,64,12,1024,1024,64,1.0,1,139766981,0.03622504808763406,0.04110607786763822,0.04110607786763822,4.027140676043928e-05
random_scores_L1024_D64_scale1_R0,final_test,64,12,1024,1024,64,2.0,0,1668092918,0.03460497327775062,0.022860190400686906,0.03460497327775062,0.0006482127134859184
random_scores_L1024_D64_scale1_R1,final_test,64,12,1024,1024,64,2.0,1,2370976415,0.03399671747625072,0.03476684695489912,0.03476684695489912,3.196078398559621e-05
random_scores_L1024_D128_scale0_R0,final_test,64,12,1024,1024,128,1.0,0,2619846946,0.04274330395099357,0.03962747399463192,0.04274330395099357,0.00045692865933233406
random_scores_L1024_D128_scale0_R1,final_test,64,12,1024,1024,128,1.0,1,100676919,0.042092016162103174,0.054782324685448566,0.054782324685448566,0.0004818039778911043
random_scores_L1024_D128_scale1_R0,final_test,64,12,1024,1024,128,2.0,0,3901754262,0.03001568040317594,0.026081912788513635,0.03001568040317594,1.6809265957817843e-05
random_scores_L1024_D128_scale1_R1,final_test,64,12,1024,1024,128,2.0,1,3348629160,0.0326429086152005,0.027941097108185004,0.0326429086152005,0.00046005202636933973
random_scores_L128_D64_scale0_R0,calibration,64,14,1024,128,64,1.0,0,685338081,0.04351434222920382,0.0445979297155187,0.0445979297155187,0.0004935136530548334
random_scores_L128_D64_scale0_R1,calibration,64,14,1024,128,64,1.0,1,663847107,0.04198170743719111,0.048767337638631426,0.048767337638631426,8.069217437878251e-05
random_scores_L128_D64_scale1_R0,calibration,64,14,1024,128,64,2.0,0,3773109054,0.030351506348831984,0.03176522261796263,0.03176522261796263,0.0002678211667443975
random_scores_L128_D64_scale1_R1,calibration,64,14,1024,128,64,2.0,1,595832534,0.032970354694277275,0.03886019522692468,0.03886019522692468,2.4419048713753e-05
random_scores_L128_D128_scale0_R0,calibration,64,14,1024,128,128,1.0,0,3390620030,0.03760169666131133,0.044862861174111014,0.044862861174111014,0.0005240584432613105
random_scores_L128_D128_scale0_R1,calibration,64,14,1024,128,128,1.0,1,4022284655,0.03483779615329865,0.03583559561234011,0.03583559561234011,0.00014186272164806724
random_scores_L128_D128_scale1_R0,calibration,64,14,1024,128,128,2.0,0,887663375,0.045200624065854705,0.04481449252631561,0.045200624065854705,0.00012777939264196903
random_scores_L128_D128_scale1_R1,calibration,64,14,1024,128,128,2.0,1,1888543280,0.03341733297346328,0.030952646637908338,0.03341733297346328,0.00014066181029193103
random_scores_L256_D64_scale0_R0,calibration,64,14,1024,256,64,1.0,0,2004917602,0.03288768689582475,0.04157203985408134,0.04157203985408134,3.01914697047323e-05
random_scores_L256_D64_scale0_R1,calibration,64,14,1024,256,64,1.0,1,1803965758,0.03778290568763544,0.03953363453953691,0.03953363453953691,5.847009742865339e-05
random_scores_L256_D64_scale1_R0,calibration,64,14,1024,256,64,2.0,0,2041129786,0.03876388514970124,0.027635378736144533,0.03876388514970124,0.0005154532773303799
random_scores_L256_D64_scale1_R1,calibration,64,14,1024,256,64,2.0,1,209589351,0.023545590349646324,0.012658085057668628,0.023545590349646324,0.0005199795914450078
random_scores_L256_D128_scale0_R0,calibration,64,14,1024,256,128,1.0,0,3371775186,0.03370384470382227,0.03588237624399033,0.03588237624399033,0.0004109673318453133
random_scores_L256_D128_scale0_R1,calibration,64,14,1024,256,128,1.0,1,141512215,0.04047924152677756,0.03823227495699847,0.04047924152677756,0.0004954812029609457
random_scores_L256_D128_scale1_R0,calibration,64,14,1024,256,128,2.0,0,2879470677,0.022701479753657994,0.011534229548979794,0.022701479753657994,0.00045261914101502043
random_scores_L256_D128_scale1_R1,calibration,64,14,1024,256,128,2.0,1,1485725105,0.025900047463789325,0.021665955493531355,0.025900047463789325,0.00010658841256372398
random_scores_L512_D64_scale0_R0,calibration,64,14,1024,512,64,1.0,0,393753057,0.037522155454762895,0.04062417693194339,0.04062417693194339,0.00045919166586827487
random_scores_L512_D64_scale0_R1,calibration,64,14,1024,512,64,1.0,1,2303777491,0.03798303680018474,0.04620359451116914,0.04620359451116914,0.0003050073719350621
random_scores_L512_D64_scale1_R0,calibration,64,14,1024,512,64,2.0,0,3353718886,0.029839979623989963,0.038461395316725745,0.038461395316725745,0.0008623778944638616
random_scores_L512_D64_scale1_R1,calibration,64,14,1024,512,64,2.0,1,3069741948,0.046931464321226427,0.04384280067792941,0.046931464321226427,0.00041261356500399415
random_scores_L512_D128_scale0_R0,calibration,64,14,1024,512,128,1.0,0,2711588791,0.04028925210351197,0.04248952800395614,0.04248952800395614,0.0003082363255089149
random_scores_L512_D128_scale0_R1,calibration,64,14,1024,512,128,1.0,1,4160562991,0.03913974192572479,0.044377924873537505,0.044377924873537505,0.0006018403691996355
random_scores_L512_D128_scale1_R0,calibration,64,14,1024,512,128,2.0,0,699071233,0.02109600902083447,0.007684608235076019,0.02109600902083447,0.00027561431988942786
random_scores_L512_D128_scale1_R1,calibration,64,14,1024,512,128,2.0,1,2945457681,0.01966463293414344,0.006210215089152399,0.01966463293414344,0.00014603742772578698
random_scores_L1024_D64_scale0_R0,calibration,64,14,1024,1024,64,1.0,0,844679095,0.03880996488555906,0.04120096990836428,0.04120096990836428,0.0007387409987131832
random_scores_L1024_D64_scale0_R1,calibration,64,14,1024,1024,64,1.0,1,2426034371,0.043165543698898384,0.043399158263350016,0.043399158263350016,0.0009931879649229813
random_scores_L1024_D64_scale1_R0,calibration,64,14,1024,1024,64,2.0,0,974098872,0.031107153490562464,0.02293645210198408,0.031107153490562464,0.0005500344084339304
random_scores_L1024_D64_scale1_R1,calibration,64,14,1024,1024,64,2.0,1,3900981413,0.03630734458082308,0.027148632714061094,0.03630734458082308,0.000180023457801326
random_scores_L1024_D128_scale0_R0,calibration,64,14,1024,1024,128,1.0,0,955864114,0.05099210077479571,0.054862565034095555,0.054862565034095555,0.0007336052367463708
random_scores_L1024_D128_scale0_R1,calibration,64,14,1024,1024,128,1.0,1,2316380272,0.03886605264523124,0.05344313142315875,0.05344313142315875,0.00018099786393577233
random_scores_L1024_D128_scale1_R0,calibration,64,14,1024,1024,128,2.0,0,2742530172,0.03385550991502674,0.027923538976400975,0.03385550991502674,0.0002589426747476864
random_scores_L1024_D128_scale1_R1,calibration,64,14,1024,1024,128,2.0,1,1261299849,0.035776280507813535,0.028836847608459313,0.035776280507813535,0.0002634231833553713
random_scores_L128_D64_scale0_R0,validation,64,14,1024,128,64,1.0,0,2179143755,0.037324065184212885,0.03711006917083627,0.037324065184212885,0.0002279413747601211
random_scores_L128_D64_scale0_R1,validation,64,14,1024,128,64,1.0,1,886552149,0.028203410257434936,0.027145860802080424,0.028203410257434936,0.000361462589353323
random_scores_L128_D64_scale1_R0,validation,64,14,1024,128,64,2.0,0,1623101201,0.022963767765778437,0.020362347868475246,0.022963767765778437,7.384897071460728e-05
random_scores_L128_D64_scale1_R1,validation,64,14,1024,128,64,2.0,1,3380450944,0.02333960862216309,0.013020258111072337,0.02333960862216309,8.764643280301243e-05
random_scores_L128_D128_scale0_R0,validation,64,14,1024,128,128,1.0,0,1566150152,0.03740325935749829,0.03726909704965501,0.03740325935749829,3.129331162199378e-06
random_scores_L128_D128_scale0_R1,validation,64,14,1024,128,128,1.0,1,2703662685,0.03668189418541329,0.03481679888771802,0.03668189418541329,0.0003454662801232189
random_scores_L128_D128_scale1_R0,validation,64,14,1024,128,128,2.0,0,2135881214,0.039361708306852324,0.040019833407878756,0.040019833407878756,9.282523933507036e-05
random_scores_L128_D128_scale1_R1,validation,64,14,1024,128,128,2.0,1,50132451,0.02007552424776904,0.019759098542978706,0.02007552424776904,0.00025630419986555353
random_scores_L256_D64_scale0_R0,validation,64,14,1024,256,64,1.0,0,3087993604,0.034837740145990045,0.03383882034370687,0.034837740145990045,0.0004187986778561026
random_scores_L256_D64_scale0_R1,validation,64,14,1024,256,64,1.0,1,41277796,0.03479933385180563,0.0460666236743911,0.0460666236743911,0.00048648355732439086
random_scores_L256_D64_scale1_R0,validation,64,14,1024,256,64,2.0,0,652470873,0.03255090315165139,0.029479163969306027,0.03255090315165139,0.0007378571754088625
random_scores_L256_D64_scale1_R1,validation,64,14,1024,256,64,2.0,1,2912149884,0.027490225911479142,0.021954966071194015,0.027490225911479142,0.000177338435605634
random_scores_L256_D128_scale0_R0,validation,64,14,1024,256,128,1.0,0,2087022523,0.053342640595017865,0.056070795113943424,0.056070795113943424,0.00010359898442402482
random_scores_L256_D128_scale0_R1,validation,64,14,1024,256,128,1.0,1,1568551378,0.034369930348064154,0.03960397710068683,0.03960397710068683,0.00030038939439691603
random_scores_L256_D128_scale1_R0,validation,64,14,1024,256,128,2.0,0,3514103192,0.021477269216971084,0.013418262384784522,0.021477269216971084,0.00013922957850809325
random_scores_L256_D128_scale1_R1,validation,64,14,1024,256,128,2.0,1,151134492,0.03543254328344507,0.04087730864924473,0.04087730864924473,0.0006162787594803376
random_scores_L512_D64_scale0_R0,validation,64,14,1024,512,64,1.0,0,2656095403,0.04318606415209581,0.05684303418367568,0.05684303418367568,0.0003219399513909593
random_scores_L512_D64_scale0_R1,validation,64,14,1024,512,64,1.0,1,3366063715,0.04027116219721376,0.052200699256348834,0.052200699256348834,0.0008465056162094697
random_scores_L512_D64_scale1_R0,validation,64,14,1024,512,64,2.0,0,909893417,0.02970538323533343,0.019351766823814946,0.02970538323533343,0.000303150750369241
random_scores_L512_D64_scale1_R1,validation,64,14,1024,512,64,2.0,1,2640543791,0.04797226676177916,0.04248050086312599,0.04797226676177916,8.93348214958678e-07
random_scores_L512_D128_scale0_R0,validation,64,14,1024,512,128,1.0,0,3478535314,0.035216102463855356,0.03730898918925041,0.03730898918925041,0.00014846577687421814
random_scores_L512_D128_scale0_R1,validation,64,14,1024,512,128,1.0,1,1865149601,0.03878557003819884,0.04201489265619117,0.04201489265619117,0.0001264021084352862
random_scores_L512_D128_scale1_R0,validation,64,14,1024,512,128,2.0,0,1623223912,0.028393615166637316,0.018299702684177188,0.028393615166637316,0.0005413043113549065
random_scores_L512_D128_scale1_R1,validation,64,14,1024,512,128,2.0,1,2972957234,0.034957644400641,0.04288362531408962,0.04288362531408962,1.2184076467747218e-05
random_scores_L1024_D64_scale0_R0,validation,64,14,1024,1024,64,1.0,0,2428269790,0.035415631745181086,0.047576869797065886,0.047576869797065886,0.0005974684172542766
random_scores_L1024_D64_scale0_R1,validation,64,14,1024,1024,64,1.0,1,2465942083,0.05804430201434844,0.06150066813348809,0.06150066813348809,8.082142812781967e-06
random_scores_L1024_D64_scale1_R0,validation,64,14,1024,1024,64,2.0,0,2646275298,0.03743162122819963,0.03392444586581978,0.03743162122819963,0.0002733192803816564
random_scores_L1024_D64_scale1_R1,validation,64,14,1024,1024,64,2.0,1,2127805685,0.03430224352926096,0.024932338274546623,0.03430224352926096,8.628843227143079e-05
random_scores_L1024_D128_scale0_R0,validation,64,14,1024,1024,128,1.0,0,1618877226,0.03924506822957172,0.03913982144438306,0.03924506822957172,0.0008076422673184425
random_scores_L1024_D128_scale0_R1,validation,64,14,1024,1024,128,1.0,1,3199744503,0.03995342712809671,0.04553065244613011,0.04553065244613011,0.0006774948215024779
random_scores_L1024_D128_scale1_R0,validation,64,14,1024,1024,128,2.0,0,3012212165,0.041717361321001185,0.037723775038859646,0.041717361321001185,0.0004894138518238833
random_scores_L1024_D128_scale1_R1,validation,64,14,1024,1024,128,2.0,1,3940770873,0.062267341483720505,0.06926732886406947,0.06926732886406947,0.0009183350058492579
random_scores_L128_D64_scale0_R0,final_test,64,14,1024,128,64,1.0,0,624292938,0.04484548310893766,0.041664346610018846,0.04484548310893766,0.00012703269021585584
random_scores_L128_D64_scale0_R1,final_test,64,14,1024,128,64,1.0,1,217281306,0.029685727740617885,0.02497349105416339,0.029685727740617885,0.0001247668405994773
random_scores_L128_D64_scale1_R0,final_test,64,14,1024,128,64,2.0,0,3359465834,0.026845100605373002,0.020715594321913975,0.026845100605373002,0.0005115503463457571
random_scores_L128_D64_scale1_R1,final_test,64,14,1024,128,64,2.0,1,2174172786,0.011687274864283162,0.004899439390962944,0.011687274864283162,0.0004081566494278377
random_scores_L128_D128_scale0_R0,final_test,64,14,1024,128,128,1.0,0,1909645211,0.03884984133474255,0.03912490031218466,0.03912490031218466,0.0002125130849890411
random_scores_L128_D128_scale0_R1,final_test,64,14,1024,128,128,1.0,1,3255692506,0.03386804121268199,0.044422765225379544,0.044422765225379544,5.2595598390325904e-05
random_scores_L128_D128_scale1_R0,final_test,64,14,1024,128,128,2.0,0,2019810081,0.027849562876914948,0.032856015287304065,0.032856015287304065,0.00028459052737161983
random_scores_L128_D128_scale1_R1,final_test,64,14,1024,128,128,2.0,1,2978631166,0.027677665845148886,0.021572179666776974,0.027677665845148886,0.00031646036586607806
random_scores_L256_D64_scale0_R0,final_test,64,14,1024,256,64,1.0,0,2367557448,0.03600070589973838,0.043560026883043834,0.043560026883043834,6.502591713797301e-05
random_scores_L256_D64_scale0_R1,final_test,64,14,1024,256,64,1.0,1,1674591988,0.04390972277856828,0.05576224831634556,0.05576224831634556,2.990513894474134e-05
random_scores_L256_D64_scale1_R0,final_test,64,14,1024,256,64,2.0,0,441878354,0.018416938126933333,0.008264842832632872,0.018416938126933333,0.0001769042087289563
random_scores_L256_D64_scale1_R1,final_test,64,14,1024,256,64,2.0,1,3504234577,0.025332634059273426,0.014587235410410791,0.025332634059273426,0.0006433406215364812
random_scores_L256_D128_scale0_R0,final_test,64,14,1024,256,128,1.0,0,1871249097,0.038553454681167026,0.04345811606974342,0.04345811606974342,0.00013425438373815268
random_scores_L256_D128_scale0_R1,final_test,64,14,1024,256,128,1.0,1,4090941081,0.0339047014140348,0.03304981428759773,0.0339047014140348,0.0004261672802385874
random_scores_L256_D128_scale1_R0,final_test,64,14,1024,256,128,2.0,0,3217101173,0.02949941370127278,0.020745918862650307,0.02949941370127278,1.1443715266068466e-05
random_scores_L256_D128_scale1_R1,final_test,64,14,1024,256,128,2.0,1,3837859703,0.027774143977728954,0.020562285854767156,0.027774143977728954,0.00043985790989609086
random_scores_L512_D64_scale0_R0,final_test,64,14,1024,512,64,1.0,0,704213214,0.04359772218477181,0.05068111455315955,0.05068111455315955,0.00034405552651151083
random_scores_L512_D64_scale0_R1,final_test,64,14,1024,512,64,1.0,1,1267423294,0.03440099051308746,0.04051265369053597,0.04051265369053597,0.0007599716991535388
random_scores_L512_D64_scale1_R0,final_test,64,14,1024,512,64,2.0,0,3565306119,0.04057825748396669,0.0469481290986732,0.0469481290986732,0.0008537721137145127
random_scores_L512_D64_scale1_R1,final_test,64,14,1024,512,64,2.0,1,771629024,0.037261401711672956,0.022164841730468454,0.037261401711672956,9.349599508823303e-05
random_scores_L512_D128_scale0_R0,final_test,64,14,1024,512,128,1.0,0,1715525944,0.034375719549346005,0.03438802108433574,0.03438802108433574,0.00011028160952264443
random_scores_L512_D128_scale0_R1,final_test,64,14,1024,512,128,1.0,1,1529591353,0.03601448032356759,0.04172494360274171,0.04172494360274171,0.0003301059259683825
random_scores_L512_D128_scale1_R0,final_test,64,14,1024,512,128,2.0,0,3721455576,0.0369037071778526,0.03413265099942731,0.0369037071778526,0.00012015013658128737
random_scores_L512_D128_scale1_R1,final_test,64,14,1024,512,128,2.0,1,4089477858,0.04681953548428026,0.04831471501944934,0.04831471501944934,0.0002701193607208552
random_scores_L1024_D64_scale0_R0,final_test,64,14,1024,1024,64,1.0,0,3209714255,0.03450384430087245,0.02994964858978772,0.03450384430087245,0.0002552482583269011
random_scores_L1024_D64_scale0_R1,final_test,64,14,1024,1024,64,1.0,1,139766981,0.036269780302953254,0.04158111534709254,0.04158111534709254,0.0013105297621223144
random_scores_L1024_D64_scale1_R0,final_test,64,14,1024,1024,64,2.0,0,1668092918,0.03440040452357027,0.022790334576821496,0.03440040452357027,0.0006156553827167954
random_scores_L1024_D64_scale1_R1,final_test,64,14,1024,1024,64,2.0,1,2370976415,0.033660603014065295,0.03442648237912775,0.03442648237912775,0.00037435499621096824
random_scores_L1024_D128_scale0_R0,final_test,64,14,1024,1024,128,1.0,0,2619846946,0.04272437342644228,0.039423492163710945,0.04272437342644228,0.0002631151564855827
random_scores_L1024_D128_scale0_R1,final_test,64,14,1024,1024,128,1.0,1,100676919,0.04221198186068717,0.05488509789039812,0.05488509789039812,0.001131153287133202
random_scores_L1024_D128_scale1_R0,final_test,64,14,1024,1024,128,2.0,0,3901754262,0.02975831429403277,0.026444927352907155,0.02975831429403277,0.00021073274535865494
random_scores_L1024_D128_scale1_R1,final_test,64,14,1024,1024,128,2.0,1,3348629160,0.03266731076003809,0.028069157091777493,0.03266731076003809,0.0009695947411501038
random_scores_L128_D64_scale0_R0,calibration,128,10,2048,128,64,1.0,0,685338081,0.015081013645918327,0.015659399561962103,0.015659399561962103,0.0007773215766064823
random_scores_L128_D64_scale0_R1,calibration,128,10,2048,128,64,1.0,1,663847107,0.018037711519616653,0.02843232677208645,0.02843232677208645,0.0005892894114367664
random_scores_L128_D64_scale1_R0,calibration,128,10,2048,128,64,2.0,0,3773109054,0.016624997814361303,0.016347363327263446,0.016624997814361303,0.00023865134426159784
random_scores_L128_D64_scale1_R1,calibration,128,10,2048,128,64,2.0,1,595832534,0.01813484612972815,0.020659647015091657,0.020659647015091657,0.00021273672246024944
random_scores_L128_D128_scale0_R0,calibration,128,10,2048,128,128,1.0,0,3390620030,0.016974022714219706,0.022200365636342995,0.022200365636342995,0.00015736441127955914
random_scores_L128_D128_scale0_R1,calibration,128,10,2048,128,128,1.0,1,4022284655,0.01249405001870733,0.011496726917427444,0.01249405001870733,0.0007764120819047093
random_scores_L128_D128_scale1_R0,calibration,128,10,2048,128,128,2.0,0,887663375,0.022183502481476117,0.018489164387507723,0.022183502481476117,0.00037623442767653614
random_scores_L128_D128_scale1_R1,calibration,128,10,2048,128,128,2.0,1,1888543280,0.0131052347409818,0.009511251182578218,0.0131052347409818,0.0005080732771602925
random_scores_L256_D64_scale0_R0,calibration,128,10,2048,256,64,1.0,0,2004917602,0.019625883736789966,0.0250543641478748,0.0250543641478748,0.00024727408890612423
random_scores_L256_D64_scale0_R1,calibration,128,10,2048,256,64,1.0,1,1803965758,0.019228505878107004,0.020265424992528393,0.020265424992528393,0.00023868201969889924
random_scores_L256_D64_scale1_R0,calibration,128,10,2048,256,64,2.0,0,2041129786,0.019807441249681514,0.014534512373425295,0.019807441249681514,0.0001450151294193347
random_scores_L256_D64_scale1_R1,calibration,128,10,2048,256,64,2.0,1,209589351,0.01318862224373395,0.006702435724795831,0.01318862224373395,0.0009568178011249984
random_scores_L256_D128_scale0_R0,calibration,128,10,2048,256,128,1.0,0,3371775186,0.021018291893714548,0.02136306661613951,0.02136306661613951,0.0005471314070746303
random_scores_L256_D128_scale0_R1,calibration,128,10,2048,256,128,1.0,1,141512215,0.014632228067002706,0.015608839879865341,0.015608839879865341,0.00022735571837984025
random_scores_L256_D128_scale1_R0,calibration,128,10,2048,256,128,2.0,0,2879470677,0.015379001412285046,0.007882949630423753,0.015379001412285046,0.00016687613970134407
random_scores_L256_D128_scale1_R1,calibration,128,10,2048,256,128,2.0,1,1485725105,0.016352300855562094,0.01423638454106322,0.016352300855562094,0.00038417433279391844
random_scores_L512_D64_scale0_R0,calibration,128,10,2048,512,64,1.0,0,393753057,0.02439223571731214,0.024817631553453994,0.024817631553453994,0.00030749144207220525
random_scores_L512_D64_scale0_R1,calibration,128,10,2048,512,64,1.0,1,2303777491,0.017881486343828027,0.017716987043318734,0.017881486343828027,0.000996108225081116
random_scores_L512_D64_scale1_R0,calibration,128,10,2048,512,64,2.0,0,3353718886,0.016631097588131347,0.015196610029468063,0.016631097588131347,0.0012141934321334702
random_scores_L512_D64_scale1_R1,calibration,128,10,2048,512,64,2.0,1,3069741948,0.02412866274483768,0.023117840548714935,0.02412866274483768,0.00012348935979389353
random_scores_L512_D128_scale0_R0,calibration,128,10,2048,512,128,1.0,0,2711588791,0.020562903288856127,0.022064241881456666,0.022064241881456666,0.0003079372581851203
random_scores_L512_D128_scale0_R1,calibration,128,10,2048,512,128,1.0,1,4160562991,0.02038656782697092,0.0215269520727423,0.0215269520727423,0.0002191354287788272
random_scores_L512_D128_scale1_R0,calibration,128,10,2048,512,128,2.0,0,699071233,0.020353452455762398,0.009938524672419248,0.020353452455762398,0.0005170840609025618
random_scores_L512_D128_scale1_R1,calibration,128,10,2048,512,128,2.0,1,2945457681,0.014600474208835233,0.004481650126351539,0.014600474208835233,0.0011106845222457196
random_scores_L1024_D64_scale0_R0,calibration,128,10,2048,1024,64,1.0,0,844679095,0.021651530574467625,0.024613745620165814,0.024613745620165814,0.0009339787575299852
random_scores_L1024_D64_scale0_R1,calibration,128,10,2048,1024,64,1.0,1,2426034371,0.020519224895792998,0.020970122365269878,0.020970122365269878,0.000679383007081924
random_scores_L1024_D64_scale1_R0,calibration,128,10,2048,1024,64,2.0,0,974098872,0.02442996125251853,0.019013819899699455,0.02442996125251853,0.0007827474802866163
random_scores_L1024_D64_scale1_R1,calibration,128,10,2048,1024,64,2.0,1,3900981413,0.019246740863864912,0.015906595957412333,0.019246740863864912,0.00036872740611215704
random_scores_L1024_D128_scale0_R0,calibration,128,10,2048,1024,128,1.0,0,955864114,0.02263926317270861,0.027422034703051455,0.027422034703051455,0.0006695711654174374
random_scores_L1024_D128_scale0_R1,calibration,128,10,2048,1024,128,1.0,1,2316380272,0.01704314050305018,0.019452567486863324,0.019452567486863324,0.00015457323388545774
random_scores_L1024_D128_scale1_R0,calibration,128,10,2048,1024,128,2.0,0,2742530172,0.019536439824940653,0.01637623878092411,0.019536439824940653,5.005329967389116e-06
random_scores_L1024_D128_scale1_R1,calibration,128,10,2048,1024,128,2.0,1,1261299849,0.019754464261114463,0.01776429879854032,0.019754464261114463,0.0005612957747871405
random_scores_L128_D64_scale0_R0,validation,128,10,2048,128,64,1.0,0,2179143755,0.02234645609129899,0.022818355712251364,0.022818355712251364,0.00017460592789575458
random_scores_L128_D64_scale0_R1,validation,128,10,2048,128,64,1.0,1,886552149,0.01771675543290951,0.022282021665879732,0.022282021665879732,0.0001311700907535851
random_scores_L128_D64_scale1_R0,validation,128,10,2048,128,64,2.0,0,1623101201,0.011502158860129048,0.006460276769620693,0.011502158860129048,4.370640453998931e-05
random_scores_L128_D64_scale1_R1,validation,128,10,2048,128,64,2.0,1,3380450944,0.023107171266753625,0.01553995024252373,0.023107171266753625,0.00010435759031679481
random_scores_L128_D128_scale0_R0,validation,128,10,2048,128,128,1.0,0,1566150152,0.022799342092612102,0.0260742641925382,0.0260742641925382,0.0004120471130590886
random_scores_L128_D128_scale0_R1,validation,128,10,2048,128,128,1.0,1,2703662685,0.015156136293745836,0.012985556845553577,0.015156136293745836,0.0001020072668325156
random_scores_L128_D128_scale1_R0,validation,128,10,2048,128,128,2.0,0,2135881214,0.014852465752917625,0.01250901213220326,0.014852465752917625,0.0001239035918843001
random_scores_L128_D128_scale1_R1,validation,128,10,2048,128,128,2.0,1,50132451,0.020111284671999158,0.018741095763602507,0.020111284671999158,0.00015422840078826994
random_scores_L256_D64_scale0_R0,validation,128,10,2048,256,64,1.0,0,3087993604,0.01692917891093695,0.0176999374919151,0.0176999374919151,9.448097262065858e-05
random_scores_L256_D64_scale0_R1,validation,128,10,2048,256,64,1.0,1,41277796,0.01940909648501313,0.027456922925419833,0.027456922925419833,7.719656423432752e-05
random_scores_L256_D64_scale1_R0,validation,128,10,2048,256,64,2.0,0,652470873,0.01701122840716368,0.014359789928852574,0.01701122840716368,0.000570050155147328
random_scores_L256_D64_scale1_R1,validation,128,10,2048,256,64,2.0,1,2912149884,0.020112218318627605,0.01810586017440463,0.020112218318627605,0.0003902418702637078
random_scores_L256_D128_scale0_R0,validation,128,10,2048,256,128,1.0,0,2087022523,0.017884376736532058,0.018012951673970812,0.018012951673970812,0.00036951169022358954
random_scores_L256_D128_scale0_R1,validation,128,10,2048,256,128,1.0,1,1568551378,0.01582945460860258,0.018399346774810414,0.018399346774810414,0.00027208066603634506
random_scores_L256_D128_scale1_R0,validation,128,10,2048,256,128,2.0,0,3514103192,0.016057101593634108,0.007473048053258358,0.016057101593634108,0.0004359734975878382
random_scores_L256_D128_scale1_R1,validation,128,10,2048,256,128,2.0,1,151134492,0.015459076102754243,0.013269743116384071,0.015459076102754243,0.0005307578503561672
random_scores_L512_D64_scale0_R0,validation,128,10,2048,512,64,1.0,0,2656095403,0.02034938786708148,0.027236135968832897,0.027236135968832897,1.3423370546661317e-05
random_scores_L512_D64_scale0_R1,validation,128,10,2048,512,64,1.0,1,3366063715,0.020052238531634167,0.024183921760903997,0.024183921760903997,0.00016629348829155788
random_scores_L512_D64_scale1_R0,validation,128,10,2048,512,64,2.0,0,909893417,0.018430895925238965,0.011528767701542887,0.018430895925238965,6.265602178245899e-05
random_scores_L512_D64_scale1_R1,validation,128,10,2048,512,64,2.0,1,2640543791,0.017320962297465433,0.013649366373772077,0.017320962297465433,0.00023625526773685124
random_scores_L512_D128_scale0_R0,validation,128,10,2048,512,128,1.0,0,3478535314,0.019678206726459622,0.020798597722695746,0.020798597722695746,0.00031392947857966647
random_scores_L512_D128_scale0_R1,validation,128,10,2048,512,128,1.0,1,1865149601,0.028128556354772,0.028416063418134813,0.028416063418134813,0.00016569880608585663
