case_id,split,entries,q_bits,rom_bits,sequence_length,head_dimension,score_scale,repetition,seed,probability_stable_relative_error,output_stable_relative_error,case_worst_error,probability_sum_error
random_scores_L128_D64_scale0_R1,validation,128,14,2048,128,64,1.0,1,886552149,0.017769556564073103,0.022915173280305658,0.022915173280305658,0.0006455255206674337
random_scores_L128_D64_scale1_R0,validation,128,14,2048,128,64,2.0,0,1623101201,0.008299491366891206,0.005215380844750055,0.008299491366891206,0.000462027171124646
random_scores_L128_D64_scale1_R1,validation,128,14,2048,128,64,2.0,1,3380450944,0.020386242085610535,0.015894042886869693,0.020386242085610535,3.074276537518017e-05
random_scores_L128_D128_scale0_R0,validation,128,14,2048,128,128,1.0,0,1566150152,0.022566967893824036,0.025796775848942445,0.025796775848942445,0.0003402135625947267
random_scores_L128_D128_scale0_R1,validation,128,14,2048,128,128,1.0,1,2703662685,0.0149985891452803,0.012716659099917241,0.0149985891452803,0.0005323018995113671
random_scores_L128_D128_scale1_R0,validation,128,14,2048,128,128,2.0,0,2135881214,0.014019999919146552,0.012502209378826581,0.014019999919146552,0.00016352970123989508
random_scores_L128_D128_scale1_R1,validation,128,14,2048,128,128,2.0,1,50132451,0.01771791391770647,0.018320217462764223,0.018320217462764223,5.9684665757231414e-05
random_scores_L256_D64_scale0_R0,validation,128,14,2048,256,64,1.0,0,3087993604,0.016995861380796232,0.017855069953658244,0.017855069953658244,0.0003323010168969631
random_scores_L256_D64_scale0_R1,validation,128,14,2048,256,64,1.0,1,41277796,0.01919060128804285,0.02719591631107723,0.02719591631107723,0.00027046541799791157
random_scores_L256_D64_scale1_R0,validation,128,14,2048,256,64,2.0,0,652470873,0.01600985465946827,0.014919509672800691,0.01600985465946827,0.0003503220996208256
random_scores_L256_D64_scale1_R1,validation,128,14,2048,256,64,2.0,1,2912149884,0.01894800025894041,0.017560568270918512,0.01894800025894041,0.00040179051393351983
random_scores_L256_D128_scale0_R0,validation,128,14,2048,256,128,1.0,0,2087022523,0.017643051441418645,0.017730163951566173,0.017730163951566173,0.0003284882695879787
random_scores_L256_D128_scale0_R1,validation,128,14,2048,256,128,1.0,1,1568551378,0.015520696772305744,0.018275306111699273,0.018275306111699273,0.0002818276916514151
random_scores_L256_D128_scale1_R0,validation,128,14,2048,256,128,2.0,0,3514103192,0.012521972712292736,0.006952902416937521,0.012521972712292736,0.0004218806020617194
random_scores_L256_D128_scale1_R1,validation,128,14,2048,256,128,2.0,1,151134492,0.01464308748777054,0.013191616395497728,0.01464308748777054,0.000673501388519071
random_scores_L512_D64_scale0_R0,validation,128,14,2048,512,64,1.0,0,2656095403,0.01991293807986486,0.026829756452555063,0.026829756452555063,0.0008009809243958443
random_scores_L512_D64_scale0_R1,validation,128,14,2048,512,64,1.0,1,3366063715,0.01997789257885309,0.024395917332723335,0.024395917332723335,3.2723073672968894e-05
random_scores_L512_D64_scale1_R0,validation,128,14,2048,512,64,2.0,0,909893417,0.01513781246409711,0.009002106341794266,0.01513781246409711,0.000531597860799593
random_scores_L512_D64_scale1_R1,validation,128,14,2048,512,64,2.0,1,2640543791,0.01476923659534989,0.012993053464463533,0.01476923659534989,5.5587518772881594e-05
random_scores_L512_D128_scale0_R0,validation,128,14,2048,512,128,1.0,0,3478535314,0.019498473691195402,0.02071160245034977,0.02071160245034977,0.0007645987425348721
random_scores_L512_D128_scale0_R1,validation,128,14,2048,512,128,1.0,1,1865149601,0.0279129765640765,0.028343628065995146,0.028343628065995146,0.00039006227598292753
random_scores_L512_D128_scale1_R0,validation,128,14,2048,512,128,2.0,0,1623223912,0.020547477223652355,0.016076540869871023,0.020547477223652355,0.0004428720653777418
random_scores_L512_D128_scale1_R1,validation,128,14,2048,512,128,2.0,1,2972957234,0.016144536888307193,0.015397161950013791,0.016144536888307193,0.00026146598997911497
random_scores_L1024_D64_scale0_R0,validation,128,14,2048,1024,64,1.0,0,2428269790,0.01969770789287604,0.025611971303433075,0.025611971303433075,9.679655704530887e-05
random_scores_L1024_D64_scale0_R1,validation,128,14,2048,1024,64,1.0,1,2465942083,0.022108300716168258,0.02243623961427286,0.02243623961427286,0.0002033109176409198
random_scores_L1024_D64_scale1_R0,validation,128,14,2048,1024,64,2.0,0,2646275298,0.02495175675729504,0.02287573090118212,0.02495175675729504,0.00028632769908654154
random_scores_L1024_D64_scale1_R1,validation,128,14,2048,1024,64,2.0,1,2127805685,0.023757117607227502,0.02019091328733414,0.023757117607227502,3.523292514273635e-05
random_scores_L1024_D128_scale0_R0,validation,128,14,2048,1024,128,1.0,0,1618877226,0.019597161010135034,0.019676530336667598,0.019676530336667598,0.0004993724433006719
random_scores_L1024_D128_scale0_R1,validation,128,14,2048,1024,128,1.0,1,3199744503,0.019787554090993212,0.022092986563517027,0.022092986563517027,0.0004872803419857519
random_scores_L1024_D128_scale1_R0,validation,128,14,2048,1024,128,2.0,0,3012212165,0.015472807183654071,0.012392388099160379,0.015472807183654071,0.0002461155942228288
random_scores_L1024_D128_scale1_R1,validation,128,14,2048,1024,128,2.0,1,3940770873,0.026319256497583182,0.030887052470823736,0.030887052470823736,0.0005950461024895048
random_scores_L128_D64_scale0_R0,final_test,128,14,2048,128,64,1.0,0,624292938,0.019432640234230813,0.019485124019427216,0.019485124019427216,0.00023895216872915626
random_scores_L128_D64_scale0_R1,final_test,128,14,2048,128,64,1.0,1,217281306,0.01971379546193122,0.020976026855513644,0.020976026855513644,0.0008916774240788072
random_scores_L128_D64_scale1_R0,final_test,128,14,2048,128,64,2.0,0,3359465834,0.015024503946580278,0.011317660410119097,0.015024503946580278,0.0006474530491686892
random_scores_L128_D64_scale1_R1,final_test,128,14,2048,128,64,2.0,1,2174172786,0.005471067486767663,0.0011962357471466364,0.005471067486767663,0.0004852842594118556
random_scores_L128_D128_scale0_R0,final_test,128,14,2048,128,128,1.0,0,1909645211,0.016459650413304723,0.016597740693371527,0.016597740693371527,0.0004237932153046131
random_scores_L128_D128_scale0_R1,final_test,128,14,2048,128,128,1.0,1,3255692506,0.013573130158829782,0.016674473634341446,0.016674473634341446,0.0003455783589743078
random_scores_L128_D128_scale1_R0,final_test,128,14,2048,128,128,2.0,0,2019810081,0.016787381213262318,0.018253350977561332,0.018253350977561332,0.00011906663348781876
random_scores_L128_D128_scale1_R1,final_test,128,14,2048,128,128,2.0,1,2978631166,0.017028887507681403,0.016667263375443737,0.017028887507681403,0.00043365512101445347
random_scores_L256_D64_scale0_R0,final_test,128,14,2048,256,64,1.0,0,2367557448,0.017561094536472532,0.02160232017098656,0.02160232017098656,0.00017159823619294912
random_scores_L256_D64_scale0_R1,final_test,128,14,2048,256,64,1.0,1,1674591988,0.01777579707382681,0.02387752890463022,0.02387752890463022,0.0005399429210228845
random_scores_L256_D64_scale1_R0,final_test,128,14,2048,256,64,2.0,0,441878354,0.009468520342759506,0.004235441107873535,0.009468520342759506,0.00033137641185021494
random_scores_L256_D64_scale1_R1,final_test,128,14,2048,256,64,2.0,1,3504234577,0.016202037823636245,0.01330508530860577,0.016202037823636245,0.0002793839971673151
random_scores_L256_D128_scale0_R0,final_test,128,14,2048,256,128,1.0,0,1871249097,0.01875521232498993,0.020754626614571038,0.020754626614571038,6.551727710757405e-05
random_scores_L256_D128_scale0_R1,final_test,128,14,2048,256,128,1.0,1,4090941081,0.023135853019483024,0.02397769699847911,0.02397769699847911,0.00021567416843026876
random_scores_L256_D128_scale1_R0,final_test,128,14,2048,256,128,2.0,0,3217101173,0.017990186421939298,0.014733219690938907,0.017990186421939298,0.00028869318066426786
random_scores_L256_D128_scale1_R1,final_test,128,14,2048,256,128,2.0,1,3837859703,0.012871931590747917,0.011787977788288733,0.012871931590747917,0.0001955428106157342
random_scores_L512_D64_scale0_R0,final_test,128,14,2048,512,64,1.0,0,704213214,0.024796538801587324,0.02660381859856893,0.02660381859856893,0.00021740472584497184
random_scores_L512_D64_scale0_R1,final_test,128,14,2048,512,64,1.0,1,1267423294,0.018164574355172006,0.022175488045040947,0.022175488045040947,8.939055987866595e-05
random_scores_L512_D64_scale1_R0,final_test,128,14,2048,512,64,2.0,0,3565306119,0.019158507529335914,0.01802297463037899,0.019158507529335914,0.0008713074680599675
random_scores_L512_D64_scale1_R1,final_test,128,14,2048,512,64,2.0,1,771629024,0.011917086996848934,0.005247592676463222,0.011917086996848934,0.00014999911513768893
random_scores_L512_D128_scale0_R0,final_test,128,14,2048,512,128,1.0,0,1715525944,0.02093481911317,0.023299907718517174,0.023299907718517174,0.000557185907382518
random_scores_L512_D128_scale0_R1,final_test,128,14,2048,512,128,1.0,1,1529591353,0.021050452425129623,0.022529063959477808,0.022529063959477808,0.0001250456589332316
random_scores_L512_D128_scale1_R0,final_test,128,14,2048,512,128,2.0,0,3721455576,0.018487200293544465,0.01703116437564389,0.018487200293544465,0.0006737181086009514
random_scores_L512_D128_scale1_R1,final_test,128,14,2048,512,128,2.0,1,4089477858,0.022286509535197018,0.02169611309994123,0.022286509535197018,1.2138037618569797e-05
random_scores_L1024_D64_scale0_R0,final_test,128,14,2048,1024,64,1.0,0,3209714255,0.020011010588236088,0.022719050621109998,0.022719050621109998,0.0006259674046305008
random_scores_L1024_D64_scale0_R1,final_test,128,14,2048,1024,64,1.0,1,139766981,0.02234317423941534,0.027179815736812107,0.027179815736812107,0.0002579465617600363
random_scores_L1024_D64_scale1_R0,final_test,128,14,2048,1024,64,2.0,0,1668092918,0.01704770135471401,0.011774704854952396,0.01704770135471401,0.000524526441438411
random_scores_L1024_D64_scale1_R1,final_test,128,14,2048,1024,64,2.0,1,2370976415,0.01837601014270478,0.019606338987699694,0.019606338987699694,0.0005495874547705171
random_scores_L1024_D128_scale0_R0,final_test,128,14,2048,1024,128,1.0,0,2619846946,0.018419927074871105,0.016919139879459543,0.018419927074871105,0.0004955451149726287
random_scores_L1024_D128_scale0_R1,final_test,128,14,2048,1024,128,1.0,1,100676919,0.02079663917987477,0.028722557148969784,0.028722557148969784,0.0011612829766818322
random_scores_L1024_D128_scale1_R0,final_test,128,14,2048,1024,128,2.0,0,3901754262,0.017890455645171,0.013311901474414157,0.017890455645171,0.0008312761151501036
random_scores_L1024_D128_scale1_R1,final_test,128,14,2048,1024,128,2.0,1,3348629160,0.016733523012811478,0.01672758559994448,0.016733523012811478,0.0001028929810900081
random_scores_L128_D64_scale0_R0,calibration,256,10,4096,128,64,1.0,0,685338081,0.006901921746092044,0.006339051786656177,0.006901921746092044,0.000626352964900434
random_scores_L128_D64_scale0_R1,calibration,256,10,4096,128,64,1.0,1,663847107,0.007494808567078454,0.010279235276229317,0.010279235276229317,0.00025841209571808577
random_scores_L128_D64_scale1_R0,calibration,256,10,4096,128,64,2.0,0,3773109054,0.008346724793654321,0.007397454402275982,0.008346724793654321,0.00025956473109545186
random_scores_L128_D64_scale1_R1,calibration,256,10,4096,128,64,2.0,1,595832534,0.009658359103709557,0.008570299283748426,0.009658359103709557,0.00016157488425960764
random_scores_L128_D128_scale0_R0,calibration,256,10,4096,128,128,1.0,0,3390620030,0.008236411721275257,0.010111276974790542,0.010111276974790542,0.00020747521193698049
random_scores_L128_D128_scale0_R1,calibration,256,10,4096,128,128,1.0,1,4022284655,0.008656155601853297,0.009728321594286837,0.009728321594286837,0.0005643577896989882
random_scores_L128_D128_scale1_R0,calibration,256,10,4096,128,128,2.0,0,887663375,0.008928388984214736,0.006845554533160512,0.008928388984214736,4.2159132135566324e-05
random_scores_L128_D128_scale1_R1,calibration,256,10,4096,128,128,2.0,1,1888543280,0.008165809010670058,0.006590111016724919,0.008165809010670058,8.319006155943498e-06
random_scores_L256_D64_scale0_R0,calibration,256,10,4096,256,64,1.0,0,2004917602,0.00849906117582654,0.00992405059731784,0.00992405059731784,3.2836353057064116e-05
random_scores_L256_D64_scale0_R1,calibration,256,10,4096,256,64,1.0,1,1803965758,0.009626812383536614,0.010085695405131486,0.010085695405131486,3.309810927021317e-05
random_scores_L256_D64_scale1_R0,calibration,256,10,4096,256,64,2.0,0,2041129786,0.008955636581988287,0.0016039452624385727,0.008955636581988287,0.00046830019982735394
random_scores_L256_D64_scale1_R1,calibration,256,10,4096,256,64,2.0,1,209589351,0.008746694134263763,0.003980145854469495,0.008746694134263763,0.0005586288225458702
random_scores_L256_D128_scale0_R0,calibration,256,10,4096,256,128,1.0,0,3371775186,0.010758689369681568,0.011525262611055763,0.011525262611055763,5.9169513406232e-05
random_scores_L256_D128_scale0_R1,calibration,256,10,4096,256,128,1.0,1,141512215,0.00908053546979885,0.008918817204634196,0.00908053546979885,0.00011068797903135419
random_scores_L256_D128_scale1_R0,calibration,256,10,4096,256,128,2.0,0,2879470677,0.010086917340613302,0.003456467776888752,0.010086917340613302,0.00040171671116695506
random_scores_L256_D128_scale1_R1,calibration,256,10,4096,256,128,2.0,1,1485725105,0.010078362739343922,0.005223520326411923,0.010078362739343922,2.5611942874093074e-05
random_scores_L512_D64_scale0_R0,calibration,256,10,4096,512,64,1.0,0,393753057,0.011472333097981994,0.013067963642271576,0.013067963642271576,0.00029926333809271455
random_scores_L512_D64_scale0_R1,calibration,256,10,4096,512,64,1.0,1,2303777491,0.01123132402583102,0.013761346148507735,0.013761346148507735,0.00025378321879543364
random_scores_L512_D64_scale1_R0,calibration,256,10,4096,512,64,2.0,0,3353718886,0.011361582508893922,0.011277796015718752,0.011361582508893922,0.0002769680322671775
random_scores_L512_D64_scale1_R1,calibration,256,10,4096,512,64,2.0,1,3069741948,0.014495965171251936,0.013921623436293308,0.014495965171251936,0.00029733367136941524
random_scores_L512_D128_scale0_R0,calibration,256,10,4096,512,128,1.0,0,2711588791,0.00998939288083061,0.0107103361945418,0.0107103361945418,7.293563976418227e-05
random_scores_L512_D128_scale0_R1,calibration,256,10,4096,512,128,1.0,1,4160562991,0.009193418294654995,0.009756878287448973,0.009756878287448973,0.0009088901388167869
random_scores_L512_D128_scale1_R0,calibration,256,10,4096,512,128,2.0,0,699071233,0.01401258404066986,0.007741554286089551,0.01401258404066986,0.0006328918475446699
random_scores_L512_D128_scale1_R1,calibration,256,10,4096,512,128,2.0,1,2945457681,0.012496546875547632,0.0028371339893465707,0.012496546875547632,0.000373870513158181
random_scores_L1024_D64_scale0_R0,calibration,256,10,4096,1024,64,1.0,0,844679095,0.012691574002746642,0.01569239161418637,0.01569239161418637,3.779365579248406e-05
random_scores_L1024_D64_scale0_R1,calibration,256,10,4096,1024,64,1.0,1,2426034371,0.009807131202196624,0.010755728433228454,0.010755728433228454,0.0010253131149511319
random_scores_L1024_D64_scale1_R0,calibration,256,10,4096,1024,64,2.0,0,974098872,0.011779196900496908,0.0037961470095622557,0.011779196900496908,0.00018802359574010552
random_scores_L1024_D64_scale1_R1,calibration,256,10,4096,1024,64,2.0,1,3900981413,0.010202428607917717,0.007217772379731092,0.010202428607917717,2.1504001324501587e-05
random_scores_L1024_D128_scale0_R0,calibration,256,10,4096,1024,128,1.0,0,955864114,0.011131298535910328,0.011431405451484557,0.011431405451484557,0.0010658294431777904
random_scores_L1024_D128_scale0_R1,calibration,256,10,4096,1024,128,1.0,1,2316380272,0.010251429893009518,0.011735560865109677,0.011735560865109677,2.9064716727589257e-05
random_scores_L1024_D128_scale1_R0,calibration,256,10,4096,1024,128,2.0,0,2742530172,0.013701949903727773,0.009834518768076396,0.013701949903727773,0.0017650840547958069
random_scores_L1024_D128_scale1_R1,calibration,256,10,4096,1024,128,2.0,1,1261299849,0.011783158103251826,0.010758987903066161,0.011783158103251826,0.000246204610903078
random_scores_L128_D64_scale0_R0,validation,256,10,4096,128,64,1.0,0,2179143755,0.009762393531917404,0.00850341545951225,0.009762393531917404,1.7115817172452807e-05
random_scores_L128_D64_scale0_R1,validation,256,10,4096,128,64,1.0,1,886552149,0.008023663138962822,0.007157785314073123,0.008023663138962822,0.0003014573594555259
random_scores_L128_D64_scale1_R0,validation,256,10,4096,128,64,2.0,0,1623101201,0.009828866824739418,0.008190651636543407,0.009828866824739418,0.0004939200971421087
random_scores_L128_D64_scale1_R1,validation,256,10,4096,128,64,2.0,1,3380450944,0.01025239851872503,0.008970202088807966,0.01025239851872503,2.0597854017978534e-05
random_scores_L128_D128_scale0_R0,validation,256,10,4096,128,128,1.0,0,1566150152,0.00890942207520208,0.009344457039267104,0.009344457039267104,0.0006774056528229266
random_scores_L128_D128_scale0_R1,validation,256,10,4096,128,128,1.0,1,2703662685,0.009766663789056607,0.009015213953717653,0.009766663789056607,0.00023464535479433835
random_scores_L128_D128_scale1_R0,validation,256,10,4096,128,128,2.0,0,2135881214,0.007869809503120247,0.0064858718798765985,0.007869809503120247,0.00026781242195283994
random_scores_L128_D128_scale1_R1,validation,256,10,4096,128,128,2.0,1,50132451,0.010771231233725548,0.007161958075981154,0.010771231233725548,0.00019476651505101472
random_scores_L256_D64_scale0_R0,validation,256,10,4096,256,64,1.0,0,3087993604,0.008937960298001767,0.007426537718755089,0.008937960298001767,0.00014620969886891544
random_scores_L256_D64_scale0_R1,validation,256,10,4096,256,64,1.0,1,41277796,0.009143665472564809,0.011201944694940543,0.011201944694940543,0.0001353480402030982
random_scores_L256_D64_scale1_R0,validation,256,10,4096,256,64,2.0,0,652470873,0.009335672234659819,0.006487821502564089,0.009335672234659819,0.0005353615761123365
random_scores_L256_D64_scale1_R1,validation,256,10,4096,256,64,2.0,1,2912149884,0.008502402596965919,0.004832993524109929,0.008502402596965919,0.0002787495122902328
random_scores_L256_D128_scale0_R0,validation,256,10,4096,256,128,1.0,0,2087022523,0.009932032366486933,0.010997070745364424,0.010997070745364424,0.0002592106902739033
random_scores_L256_D128_scale0_R1,validation,256,10,4096,256,128,1.0,1,1568551378,0.008933330392405875,0.010603895821728397,0.010603895821728397,3.3696247555781156e-05
random_scores_L256_D128_scale1_R0,validation,256,10,4096,256,128,2.0,0,3514103192,0.010885598721272522,0.005625128130368947,0.010885598721272522,0.0004901102711301064
random_scores_L256_D128_scale1_R1,validation,256,10,4096,256,128,2.0,1,151134492,0.007791787884258143,0.0064701552071679755,0.007791787884258143,0.0005690753287126427
random_scores_L512_D64_scale0_R0,validation,256,10,4096,512,64,1.0,0,2656095403,0.00853816336351634,0.007062293261726259,0.00853816336351634,0.00015016215547802858
random_scores_L512_D64_scale0_R1,validation,256,10,4096,512,64,1.0,1,3366063715,0.010337746408176971,0.012465090295278423,0.012465090295278423,6.220539944479242e-06
random_scores_L512_D64_scale1_R0,validation,256,10,4096,512,64,2.0,0,909893417,0.008578859030799487,0.0020659942838521027,0.008578859030799487,0.00022832267268313444
random_scores_L512_D64_scale1_R1,validation,256,10,4096,512,64,2.0,1,2640543791,0.01268929908638617,0.01025485773216316,0.01268929908638617,0.0005230128108451026
random_scores_L512_D128_scale0_R0,validation,256,10,4096,512,128,1.0,0,3478535314,0.011868930186027488,0.013838504006067663,0.013838504006067663,0.00035696591658052057
random_scores_L512_D128_scale0_R1,validation,256,10,4096,512,128,1.0,1,1865149601,0.012762955874521543,0.010876736638857151,0.012762955874521543,0.000982397461484652
random_scores_L512_D128_scale1_R0,validation,256,10,4096,512,128,2.0,0,1623223912,0.012710871488533634,0.008995460550801604,0.012710871488533634,0.0003738346044883656
random_scores_L512_D128_scale1_R1,validation,256,10,4096,512,128,2.0,1,2972957234,0.010515127560584533,0.0074366101302900285,0.010515127560584533,0.0003149500223571522
random_scores_L1024_D64_scale0_R0,validation,256,10,4096,1024,64,1.0,0,2428269790,0.009710189038220442,0.010906987218709138,0.010906987218709138,0.00010914282756857574
random_scores_L1024_D64_scale0_R1,validation,256,10,4096,1024,64,1.0,1,2465942083,0.010087012856214711,0.010694564090721736,0.010694564090721736,0.00020042748292325996
random_scores_L1024_D64_scale1_R0,validation,256,10,4096,1024,64,2.0,0,2646275298,0.010963055406801661,0.008991516226030994,0.010963055406801661,0.00028983770152990473
random_scores_L1024_D64_scale1_R1,validation,256,10,4096,1024,64,2.0,1,2127805685,0.013272224306549911,0.008569946969057291,0.013272224306549911,0.0003270762574629771
random_scores_L1024_D128_scale0_R0,validation,256,10,4096,1024,128,1.0,0,1618877226,0.01022731715330476,0.011188606846544305,0.011188606846544305,0.000563636036531534
random_scores_L1024_D128_scale0_R1,validation,256,10,4096,1024,128,1.0,1,3199744503,0.010790059315254721,0.012925549873817855,0.012925549873817855,0.0004765784196933964
random_scores_L1024_D128_scale1_R0,validation,256,10,4096,1024,128,2.0,0,3012212165,0.01214761339115764,0.009017759569012851,0.01214761339115764,0.0005879077918962139
random_scores_L1024_D128_scale1_R1,validation,256,10,4096,1024,128,2.0,1,3940770873,0.012120251303446234,0.00986990570060569,0.012120251303446234,0.0008572218919198349
random_scores_L128_D64_scale0_R0,final_test,256,10,4096,128,64,1.0,0,624292938,0.007715197552405354,0.006939909129819457,0.007715197552405354,9.49879758991301e-05
random_scores_L128_D64_scale0_R1,final_test,256,10,4096,128,64,1.0,1,217281306,0.008738976305736864,0.007350724927211605,0.008738976305736864,0.0003498319711070508
random_scores_L128_D64_scale1_R0,final_test,256,10,4096,128,64,2.0,0,3359465834,0.008888433101464628,0.0045519447698436815,0.008888433101464628,0.00036073212140763644
random_scores_L128_D64_scale1_R1,final_test,256,10,4096,128,64,2.0,1,2174172786,0.006535521622136058,0.0014084621536376676,0.006535521622136058,0.0002200371127401013
random_scores_L128_D128_scale0_R0,final_test,256,10,4096,128,128,1.0,0,1909645211,0.008322131496661082,0.007789674195732956,0.008322131496661082,0.0002506064483895898
random_scores_L128_D128_scale0_R1,final_test,256,10,4096,128,128,1.0,1,3255692506,0.007571752105181085,0.008962005949361385,0.008962005949361385,0.0005176260892767459
random_scores_L128_D128_scale1_R0,final_test,256,10,4096,128,128,2.0,0,2019810081,0.007771323692509964,0.007237761312513809,0.007771323692509964,0.000445774981926661
random_scores_L128_D128_scale1_R1,final_test,256,10,4096,128,128,2.0,1,2978631166,0.007919253787472363,0.004480656961497271,0.007919253787472363,7.597519288538024e-05
random_scores_L256_D64_scale0_R0,final_test,256,10,4096,256,64,1.0,0,2367557448,0.011409450921089314,0.01473003915744879,0.01473003915744879,0.0008458864176645875
random_scores_L256_D64_scale0_R1,final_test,256,10,4096,256,64,1.0,1,1674591988,0.007039709629782504,0.008090289134609446,0.008090289134609446,0.0001679335255175829
random_scores_L256_D64_scale1_R0,final_test,256,10,4096,256,64,2.0,0,441878354,0.010009747639977043,0.0031639279206753454,0.010009747639977043,0.0002176366342609981
random_scores_L256_D64_scale1_R1,final_test,256,10,4096,256,64,2.0,1,3504234577,0.008641607565734403,0.006190396702608737,0.008641607565734403,0.00029809294574079104
random_scores_L256_D128_scale0_R0,final_test,256,10,4096,256,128,1.0,0,1871249097,0.0082169756081535,0.008758407047783821,0.008758407047783821,0.00024480251886416227
random_scores_L256_D128_scale0_R1,final_test,256,10,4096,256,128,1.0,1,4090941081,0.010479080571096309,0.010835547920276103,0.010835547920276103,0.0002048287497018464
random_scores_L256_D128_scale1_R0,final_test,256,10,4096,256,128,2.0,0,3217101173,0.014200349222655728,0.010961056832923904,0.014200349222655728,9.282748942496255e-05
random_scores_L256_D128_scale1_R1,final_test,256,10,4096,256,128,2.0,1,3837859703,0.008796786085840986,0.005603637469290248,0.008796786085840986,0.00047968233957362827
random_scores_L512_D64_scale0_R0,final_test,256,10,4096,512,64,1.0,0,704213214,0.012088419630958344,0.014286882125966422,0.014286882125966422,0.0001667468786763493
random_scores_L512_D64_scale0_R1,final_test,256,10,4096,512,64,1.0,1,1267423294,0.009615694372565257,0.010465638984183703,0.010465638984183703,0.0011618759235716425
random_scores_L512_D64_scale1_R0,final_test,256,10,4096,512,64,2.0,0,3565306119,0.010565421919567476,0.005311550893611,0.010565421919567476,0.0005752310271418537
random_scores_L512_D64_scale1_R1,final_test,256,10,4096,512,64,2.0,1,771629024,0.01358537979433577,0.00984958943326062,0.01358537979433577,3.886226113536395e-05
random_scores_L512_D128_scale0_R0,final_test,256,10,4096,512,128,1.0,0,1715525944,0.010455296778834186,0.011758239261126952,0.011758239261126952,0.000850087046273984
random_scores_L512_D128_scale0_R1,final_test,256,10,4096,512,128,1.0,1,1529591353,0.012588574369382387,0.01322139977949233,0.01322139977949233,0.00033049699413822964
random_scores_L512_D128_scale1_R0,final_test,256,10,4096,512,128,2.0,0,3721455576,0.010751312573493049,0.008730522918571435,0.010751312573493049,7.779674297125894e-05
random_scores_L512_D128_scale1_R1,final_test,256,10,4096,512,128,2.0,1,4089477858,0.010611010635059818,0.00876281483707559,0.010611010635059818,0.0006070833105695783
random_scores_L1024_D64_scale0_R0,final_test,256,10,4096,1024,64,1.0,0,3209714255,0.00929887743975098,0.009928500809413533,0.009928500809413533,0.0005274829891277477
random_scores_L1024_D64_scale0_R1,final_test,256,10,4096,1024,64,1.0,1,139766981,0.010551564048781522,0.009967015957107856,0.010551564048781522,1.7331167327938601e-06
random_scores_L1024_D64_scale1_R0,final_test,256,10,4096,1024,64,2.0,0,1668092918,0.01153875513501983,0.006615282255030834,0.01153875513501983,0.0008236223326321124
random_scores_L1024_D64_scale1_R1,final_test,256,10,4096,1024,64,2.0,1,2370976415,0.011827040404082528,0.01164366465981218,0.011827040404082528,0.0009677874920726026
random_scores_L1024_D128_scale0_R0,final_test,256,10,4096,1024,128,1.0,0,2619846946,0.010986972542703123,0.013010468540564627,0.013010468540564627,0.00029017539964115713
random_scores_L1024_D128_scale0_R1,final_test,256,10,4096,1024,128,1.0,1,100676919,0.010088151339923938,0.01281175672152179,0.01281175672152179,9.762462286744267e-05
random_scores_L1024_D128_scale1_R0,final_test,256,10,4096,1024,128,2.0,0,3901754262,0.012842084943859801,0.0089707236055816,0.012842084943859801,3.386946536920732e-05
random_scores_L1024_D128_scale1_R1,final_test,256,10,4096,1024,128,2.0,1,3348629160,0.009691210667524057,0.006017393689979235,0.009691210667524057,0.00012942003149873926
random_scores_L128_D64_scale0_R0,calibration,256,12,4096,128,64,1.0,0,685338081,0.007027311199241741,0.00639963825434785,0.007027311199241741,0.0005893602501600981
random_scores_L128_D64_scale0_R1,calibration,256,12,4096,128,64,1.0,1,663847107,0.007532323503199391,0.010297778936889828,0.010297778936889828,2.161104930564761e-05
random_scores_L128_D64_scale1_R0,calibration,256,12,4096,128,64,2.0,0,3773109054,0.007065383646979555,0.008193666797643277,0.008193666797643277,0.0003314288096589735
random_scores_L128_D64_scale1_R1,calibration,256,12,4096,128,64,2.0,1,595832534,0.009226512084465404,0.008222741978177841,0.009226512084465404,0.00038075124757597223
random_scores_L128_D128_scale0_R0,calibration,256,12,4096,128,128,1.0,0,3390620030,0.00819837022884393,0.010591879803953137,0.010591879803953137,0.0002474886132404208
random_scores_L128_D128_scale0_R1,calibration,256,12,4096,128,128,1.0,1,4022284655,0.008643379813146636,0.010036946293974783,0.010036946293974783,0.0003786023589782417
random_scores_L128_D128_scale1_R0,calibration,256,12,4096,128,128,2.0,0,887663375,0.007458578060414632,0.0068377666007416954,0.007458578060414632,0.00016840480020618998
random_scores_L128_D128_scale1_R1,calibration,256,12,4096,128,128,2.0,1,1888543280,0.007988976691159864,0.007860503018299403,0.007988976691159864,4.667311623052228e-05
random_scores_L256_D64_scale0_R0,calibration,256,12,4096,256,64,1.0,0,2004917602,0.008423970405069167,0.00978874188869979,0.00978874188869979,0.00043802046275231987
random_scores_L256_D64_scale0_R1,calibration,256,12,4096,256,64,1.0,1,1803965758,0.009345531137673446,0.009966749746690443,0.009966749746690443,0.0003163536748616025
random_scores_L256_D64_scale1_R0,calibration,256,12,4096,256,64,2.0,0,2041129786,0.006663486628593528,0.003387248810971842,0.006663486628593528,0.0003253988734286395
random_scores_L256_D64_scale1_R1,calibration,256,12,4096,256,64,2.0,1,209589351,0.007067218407866383,0.003926224762200058,0.007067218407866383,0.0004854875191995234
