instruction_name,source_name,pattern,source_file,source_location,generation_input
SCFGWI,scfgwi,?????????????????010000000101011,sw/toolchain/riscv-opcodes/opcodes-ssr_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ssr_CUSTOM:18,Yes
SCFGR,scfgr,0000000?????00001001?????0101011,sw/toolchain/riscv-opcodes/opcodes-ssr_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ssr_CUSTOM:19,Yes
SCFGW,scfgw,0000000??????????010000010101011,sw/toolchain/riscv-opcodes/opcodes-ssr_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ssr_CUSTOM:20,Yes
ECALL,ecall,00000000000000000000000001110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:2,No
EBREAK,ebreak,00000000000100000000000001110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:3,No
URET,uret,00000000001000000000000001110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:4,No
SRET,sret,00010000001000000000000001110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:5,No
MRET,mret,00110000001000000000000001110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:6,No
DRET,dret,01111011001000000000000001110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:7,No
SFENCE_VMA,sfence.vma,0001001??????????000000001110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:8,No
WFI,wfi,00010000010100000000000001110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:9,No
CSRRW,csrrw,?????????????????001?????1110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:10,No
CSRRS,csrrs,?????????????????010?????1110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:11,No
CSRRC,csrrc,?????????????????011?????1110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:12,No
CSRRWI,csrrwi,?????????????????101?????1110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:13,No
CSRRSI,csrrsi,?????????????????110?????1110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:14,No
CSRRCI,csrrci,?????????????????111?????1110011,sw/toolchain/riscv-opcodes/opcodes-system,sw/toolchain/riscv-opcodes/opcodes-system:15,No
P_ABS,p.abs,000001000000?????000?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpabs_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpabs_CUSTOM:15,No
P_EXTHS,p.exths,000100000000?????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:18,No
P_EXTHZ,p.exthz,000100000000?????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:19,No
P_EXTBS,p.extbs,000100000000?????110?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:20,No
P_EXTBZ,p.extbz,000100000000?????111?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:21,No
P_EXTRACT,p.extract,11???????????????000?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:23,No
P_EXTRACTR,p.extractr,1000000??????????000?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:24,No
P_EXTRACTU,p.extractu,11???????????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:25,No
P_EXTRACTUR,p.extractur,1000000??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:26,No
P_INSERT,p.insert,11???????????????010?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:27,No
P_INSERTR,p.insertr,1000000??????????010?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:28,No
P_BSET,p.bset,11???????????????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:29,No
P_BSETR,p.bsetr,1000000??????????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:30,No
P_BCLR,p.bclr,11???????????????011?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:31,No
P_BCLRR,p.bclrr,1000000??????????011?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:32,No
P_CNT,p.cnt,0001000??????????011?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:34,No
P_CLB,p.clb,000100000000?????010?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:35,No
P_FL1,p.fl1,000100000000?????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:36,No
P_FF1,p.ff1,000100000000?????000?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:37,No
P_ROR,p.ror,000010000000?????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitop_CUSTOM:38,No
P_CNT,p.cnt,0001000??????????011?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM:18,No
P_CLB,p.clb,000100000000?????010?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM:19,No
P_FL1,p.fl1,000100000000?????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM:20,No
P_FF1,p.ff1,000100000000?????000?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM:21,No
P_ROR,p.ror,000010000000?????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM:22,No
P_EXTHS,p.exths,000100000000?????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM:24,No
P_EXTHZ,p.exthz,000100000000?????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM:25,No
P_EXTBS,p.extbs,000100000000?????110?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM:26,No
P_EXTBZ,p.extbz,000100000000?????111?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbitopsmall_CUSTOM:27,No
P_BEQIMM,p.beqimm,?????????????????010?????1100011,sw/toolchain/riscv-opcodes/opcodes-xpulpbr_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbr_CUSTOM:15,No
P_BNEIMM,p.bneimm,?????????????????011?????1100011,sw/toolchain/riscv-opcodes/opcodes-xpulpbr_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpbr_CUSTOM:16,No
P_CLIP,p.clip,0001010??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpclip_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpclip_CUSTOM:15,No
P_CLIPR,p.clipr,0001010??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpclip_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpclip_CUSTOM:16,No
P_CLIPU,p.clipu,0001010??????????010?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpclip_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpclip_CUSTOM:17,No
P_CLIPUR,p.clipur,0001010??????????110?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpclip_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpclip_CUSTOM:18,No
LP_STARTI,lp.starti,????????????000000000000?1111011,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17,No
LP_ENDI,lp.endi,????????????000000010000?1111011,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:18,No
LP_COUNT,lp.count,000000000000?????0100000?1111011,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:19,No
LP_COUNTI,lp.counti,????????????000000110000?1111011,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20,No
LP_SETUP,lp.setup,?????????????????1000000?1111011,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:21,No
LP_SETUPI,lp.setupi,?????????????????1010000?1111011,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:22,No
P_MAC,p.mac,0100001??????????000?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpmacsi_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpmacsi_CUSTOM:15,No
P_MSU,p.msu,0100001??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpmacsi_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpmacsi_CUSTOM:16,No
P_MIN,p.min,0000010??????????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:17,No
P_MINU,p.minu,0000010??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:18,No
P_MAX,p.max,0000010??????????110?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:19,No
P_MAXU,p.maxu,0000010??????????111?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:20,No
P_ADDN,p.addN,00???????????????010?????1011011,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22,No
P_ADDUN,p.adduN,10???????????????010?????1011011,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23,No
P_LB_IRPOST,p.lb.irpost,?????????????????000?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:20,No
P_LBU_IRPOST,p.lbu.irpost,?????????????????100?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:21,No
P_LH_IRPOST,p.lh.irpost,?????????????????001?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:22,No
P_LHU_IRPOST,p.lhu.irpost,?????????????????101?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:23,No
P_LW_IRPOST,p.lw.irpost,?????????????????010?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:24,No
P_LB_RRPOST,p.lb.rrpost,0000000??????????111?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:25,No
P_LBU_RRPOST,p.lbu.rrpost,0100000??????????111?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:26,No
P_LH_RRPOST,p.lh.rrpost,0001000??????????111?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:27,No
P_LHU_RRPOST,p.lhu.rrpost,0101000??????????111?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:28,No
P_LW_RRPOST,p.lw.rrpost,0010000??????????111?????0001011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:29,No
P_LB_RR,p.lb.rr,0000000??????????111?????0000011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:30,No
P_LBU_RR,p.lbu.rr,0100000??????????111?????0000011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:31,No
P_LH_RR,p.lh.rr,0001000??????????111?????0000011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:32,No
P_LHU_RR,p.lhu.rr,0101000??????????111?????0000011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:33,No
P_LW_RR,p.lw.rr,0010000??????????111?????0000011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:34,No
P_SB_IRPOST,p.sb.irpost,?????????????????000?????0101011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:37,No
P_SH_IRPOST,p.sh.irpost,?????????????????001?????0101011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:38,No
P_SW_IRPOST,p.sw.irpost,?????????????????010?????0101011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:39,No
P_SB_RRPOST,p.sb.rrpost,0000000??????????100?????0101011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:40,No
P_SH_RRPOST,p.sh.rrpost,0000000??????????101?????0101011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:41,No
P_SW_RRPOST,p.sw.rrpost,0000000??????????110?????0101011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:42,No
P_SB_RR,p.sb.rr,0000000??????????100?????0100011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:43,No
P_SH_RR,p.sh.rr,0000000??????????101?????0100011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:44,No
P_SW_RR,p.sw.rr,0000000??????????110?????0100011,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulppostmod_CUSTOM:45,No
P_SLET,p.slet,0000010??????????010?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpslet_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpslet_CUSTOM:15,No
P_SLETU,p.sletu,0000010??????????011?????0110011,sw/toolchain/riscv-opcodes/opcodes-xpulpslet_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpslet_CUSTOM:16,No
PV_ADD_H,pv.add.h,0000000??????????000?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:16,No
PV_ADD_SC_H,pv.add.sc.h,0000000??????????100?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:17,No
PV_ADD_SCI_H,pv.add.sci.h,000000???????????110?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:18,No
PV_ADD_B,pv.add.b,0000000??????????001?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:19,No
PV_ADD_SC_B,pv.add.sc.b,0000000??????????101?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:20,No
PV_ADD_SCI_B,pv.add.sci.b,000000???????????111?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:21,No
PV_SUB_H,pv.sub.h,0000100??????????000?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:22,No
PV_SUB_SC_H,pv.sub.sc.h,0000100??????????100?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:23,No
PV_SUB_SCI_H,pv.sub.sci.h,000010???????????110?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:24,No
PV_SUB_B,pv.sub.b,0000100??????????001?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:25,No
PV_SUB_SC_B,pv.sub.sc.b,0000100??????????101?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:26,No
PV_SUB_SCI_B,pv.sub.sci.b,000010???????????111?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:27,No
PV_AVG_H,pv.avg.h,0001000??????????000?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:29,No
PV_AVG_SC_H,pv.avg.sc.h,0001000??????????100?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:30,No
PV_AVG_SCI_H,pv.avg.sci.h,000100???????????110?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:31,No
PV_AVG_B,pv.avg.b,0001000??????????001?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:32,No
PV_AVG_SC_B,pv.avg.sc.b,0001000??????????101?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:33,No
PV_AVG_SCI_B,pv.avg.sci.b,000100???????????111?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:34,No
PV_AVGU_H,pv.avgu.h,0001100??????????000?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:35,No
PV_AVGU_SC_H,pv.avgu.sc.h,0001100??????????100?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:36,No
PV_AVGU_SCI_H,pv.avgu.sci.h,000110???????????110?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:37,No
PV_AVGU_B,pv.avgu.b,0001100??????????001?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:38,No
PV_AVGU_SC_B,pv.avgu.sc.b,0001100??????????101?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:39,No
PV_AVGU_SCI_B,pv.avgu.sci.b,000110???????????111?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:40,No
PV_MIN_H,pv.min.h,0010000??????????000?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:42,No
PV_MIN_SC_H,pv.min.sc.h,0010000??????????100?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:43,No
PV_MIN_SCI_H,pv.min.sci.h,001000???????????110?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:44,No
PV_MIN_B,pv.min.b,0010000??????????001?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:45,No
PV_MIN_SC_B,pv.min.sc.b,0010000??????????101?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:46,No
PV_MIN_SCI_B,pv.min.sci.b,001000???????????111?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:47,No
PV_MINU_H,pv.minu.h,0010100??????????000?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:48,No
PV_MINU_SC_H,pv.minu.sc.h,0010100??????????100?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:49,No
PV_MINU_SCI_H,pv.minu.sci.h,001010???????????110?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:50,No
PV_MINU_B,pv.minu.b,0010100??????????001?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:51,No
PV_MINU_SC_B,pv.minu.sc.b,0010100??????????101?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:52,No
PV_MINU_SCI_B,pv.minu.sci.b,001010???????????111?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:53,No
PV_MAX_H,pv.max.h,0011000??????????000?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:55,No
PV_MAX_SC_H,pv.max.sc.h,0011000??????????100?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:56,No
PV_MAX_SCI_H,pv.max.sci.h,001100???????????110?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:57,No
PV_MAX_B,pv.max.b,0011000??????????001?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:58,No
PV_MAX_SC_B,pv.max.sc.b,0011000??????????101?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:59,No
PV_MAX_SCI_B,pv.max.sci.b,001100???????????111?????1010111,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpvect_CUSTOM:60,No
