instruction_name,source_name,pattern,source_file,source_location,generation_input
SRO,sro,0010000??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:24,Yes
ROL,rol,0110000??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:25,Yes
ROR,ror,0110000??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:26,Yes
SBCLR,sbclr,0100100??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:28,Yes
SBSET,sbset,0010100??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:29,Yes
SBINV,sbinv,0110100??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:30,Yes
SBEXT,sbext,0100100??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:31,Yes
GORC,gorc,0010100??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:32,Yes
GREV,grev,0110100??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:33,Yes
SLOI,sloi,001000???????????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:35,Yes
SROI,sroi,001000???????????101?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:36,Yes
RORI,rori,011000???????????101?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:37,Yes
SBCLRI,sbclri,010010???????????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:39,Yes
SBSETI,sbseti,001010???????????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:40,Yes
SBINVI,sbinvi,011010???????????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:41,Yes
SBEXTI,sbexti,010010???????????101?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:42,Yes
GORCI,gorci,001010???????????101?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:43,Yes
GREVI,grevi,011010???????????101?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:44,Yes
CMIX,cmix,?????11??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:46,Yes
CMOV,cmov,?????11??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:47,Yes
FSL,fsl,?????10??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:49,Yes
FSR,fsr,?????10??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:50,Yes
FSRI,fsri,?????1???????????101?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:51,Yes
CLZ,clz,011000000000?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:53,Yes
CTZ,ctz,011000000001?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:54,Yes
PCNT,pcnt,011000000010?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:55,Yes
SEXT_B,sext.b,011000000100?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:56,Yes
SEXT_H,sext.h,011000000101?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:57,Yes
CRC32_B,crc32.b,011000010000?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:59,Yes
CRC32_H,crc32.h,011000010001?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:60,Yes
CRC32_W,crc32.w,011000010010?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:61,Yes
CRC32C_B,crc32c.b,011000011000?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:62,Yes
CRC32C_H,crc32c.h,011000011001?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:63,Yes
CRC32C_W,crc32c.w,011000011010?????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:64,Yes
SH1ADD,sh1add,0010000??????????010?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:66,Yes
SH2ADD,sh2add,0010000??????????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:67,Yes
SH3ADD,sh3add,0010000??????????110?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:68,Yes
CLMUL,clmul,0000101??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:70,Yes
CLMULR,clmulr,0000101??????????010?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:71,Yes
CLMULH,clmulh,0000101??????????011?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:72,Yes
MIN,min,0000101??????????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:73,Yes
MAX,max,0000101??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:74,Yes
MINU,minu,0000101??????????110?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:75,Yes
MAXU,maxu,0000101??????????111?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:76,Yes
SHFL,shfl,0000100??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:78,Yes
UNSHFL,unshfl,0000100??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:79,Yes
BEXT,bext,0000100??????????110?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:80,Yes
BDEP,bdep,0100100??????????110?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:81,Yes
PACK,pack,0000100??????????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:82,Yes
PACKU,packu,0100100??????????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:83,Yes
PACKH,packh,0000100??????????111?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:84,Yes
BFP,bfp,0100100??????????111?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:85,Yes
SHFLI,shfli,0000100??????????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:87,Yes
UNSHFLI,unshfli,0000100??????????101?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-rv32b_CUSTOM:88,Yes
FADD_D,fadd.d,0000001??????????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:1,No
FSUB_D,fsub.d,0000101??????????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:2,No
FMUL_D,fmul.d,0001001??????????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:3,No
FDIV_D,fdiv.d,0001101??????????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:4,No
FSGNJ_D,fsgnj.d,0010001??????????000?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:5,No
FSGNJN_D,fsgnjn.d,0010001??????????001?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:6,No
FSGNJX_D,fsgnjx.d,0010001??????????010?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:7,No
FMIN_D,fmin.d,0010101??????????000?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:8,No
FMAX_D,fmax.d,0010101??????????001?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:9,No
FCVT_S_D,fcvt.s.d,010000000001?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:10,No
FCVT_D_S,fcvt.d.s,010000100000?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:11,No
FSQRT_D,fsqrt.d,010110100000?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:12,No
FLE_D,fle.d,1010001??????????000?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:14,No
FLT_D,flt.d,1010001??????????001?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:15,No
FEQ_D,feq.d,1010001??????????010?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:16,No
FCVT_W_D,fcvt.w.d,110000100000?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:18,No
FCVT_WU_D,fcvt.wu.d,110000100001?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:19,No
FCLASS_D,fclass.d,111000100000?????001?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:20,No
FCVT_D_W,fcvt.d.w,110100100000?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:22,No
FCVT_D_WU,fcvt.d.wu,110100100001?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:23,No
FLD,fld,?????????????????011?????0000111,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:25,No
FSD,fsd,?????????????????011?????0100111,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:27,No
FMADD_D,fmadd.d,?????01??????????????????1000011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:29,No
FMSUB_D,fmsub.d,?????01??????????????????1000111,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:30,No
FNMSUB_D,fnmsub.d,?????01??????????????????1001011,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:31,No
FNMADD_D,fnmadd.d,?????01??????????????????1001111,sw/toolchain/riscv-opcodes/opcodes-rv32d,sw/toolchain/riscv-opcodes/opcodes-rv32d:32,No
FCVT_H_D,fcvt.h.d,010001000001?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d-zfh_DRAFT,sw/toolchain/riscv-opcodes/opcodes-rv32d-zfh_DRAFT:3,No
FCVT_D_H,fcvt.d.h,010000100010?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32d-zfh_DRAFT,sw/toolchain/riscv-opcodes/opcodes-rv32d-zfh_DRAFT:4,No
FADD_S,fadd.s,0000000??????????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:1,No
FSUB_S,fsub.s,0000100??????????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:2,No
FMUL_S,fmul.s,0001000??????????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:3,No
FDIV_S,fdiv.s,0001100??????????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:4,No
FSGNJ_S,fsgnj.s,0010000??????????000?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:5,No
FSGNJN_S,fsgnjn.s,0010000??????????001?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:6,No
FSGNJX_S,fsgnjx.s,0010000??????????010?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:7,No
FMIN_S,fmin.s,0010100??????????000?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:8,No
FMAX_S,fmax.s,0010100??????????001?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:9,No
FSQRT_S,fsqrt.s,010110000000?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:10,No
FLE_S,fle.s,1010000??????????000?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:12,No
FLT_S,flt.s,1010000??????????001?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:13,No
FEQ_S,feq.s,1010000??????????010?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:14,No
FCVT_W_S,fcvt.w.s,110000000000?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:16,No
FCVT_WU_S,fcvt.wu.s,110000000001?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:17,No
FMV_X_W,fmv.x.w,111000000000?????000?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:18,No
FCLASS_S,fclass.s,111000000000?????001?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:19,No
FCVT_S_W,fcvt.s.w,110100000000?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:21,No
FCVT_S_WU,fcvt.s.wu,110100000001?????????????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:22,No
FMV_W_X,fmv.w.x,111100000000?????000?????1010011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:23,No
FLW,flw,?????????????????010?????0000111,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:25,No
FSW,fsw,?????????????????010?????0100111,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:27,No
FMADD_S,fmadd.s,?????00??????????????????1000011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:29,No
FMSUB_S,fmsub.s,?????00??????????????????1000111,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:30,No
FNMSUB_S,fnmsub.s,?????00??????????????????1001011,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:31,No
FNMADD_S,fnmadd.s,?????00??????????????????1001111,sw/toolchain/riscv-opcodes/opcodes-rv32f,sw/toolchain/riscv-opcodes/opcodes-rv32f:32,No
HFENCE_VVMA,hfence.vvma,0010001??????????000000001110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:3,No
HFENCE_GVMA,hfence.gvma,0110001??????????000000001110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:4,No
HLV_B,hlv.b,011000000000?????100?????1110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:6,No
HLV_BU,hlv.bu,011000000001?????100?????1110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:7,No
HLV_H,hlv.h,011001000000?????100?????1110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:8,No
HLV_HU,hlv.hu,011001000001?????100?????1110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:9,No
HLVX_HU,hlvx.hu,011001000011?????100?????1110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:10,No
HLV_W,hlv.w,011010000000?????100?????1110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:11,No
HLVX_WU,hlvx.wu,011010000011?????100?????1110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:12,No
HSV_B,hsv.b,0110001??????????100000001110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:13,No
HSV_H,hsv.h,0110011??????????100000001110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:14,No
HSV_W,hsv.w,0110101??????????100000001110011,sw/toolchain/riscv-opcodes/opcodes-rv32h,sw/toolchain/riscv-opcodes/opcodes-rv32h:15,No
BEQ,beq,?????????????????000?????1100011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:10,No
BNE,bne,?????????????????001?????1100011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:11,No
BLT,blt,?????????????????100?????1100011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:12,No
BGE,bge,?????????????????101?????1100011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:13,No
BLTU,bltu,?????????????????110?????1100011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:14,No
BGEU,bgeu,?????????????????111?????1100011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:15,No
JALR,jalr,?????????????????000?????1100111,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:17,No
JAL,jal,?????????????????????????1101111,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:19,No
LUI,lui,?????????????????????????0110111,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:21,No
AUIPC,auipc,?????????????????????????0010111,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:22,No
ADDI,addi,?????????????????000?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:24,No
SLLI,slli,000000???????????001?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:25,No
SLTI,slti,?????????????????010?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:26,No
SLTIU,sltiu,?????????????????011?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:27,No
XORI,xori,?????????????????100?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:28,No
SRLI,srli,000000???????????101?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:29,No
SRAI,srai,010000???????????101?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:30,No
ORI,ori,?????????????????110?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:31,No
ANDI,andi,?????????????????111?????0010011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:32,No
ADD,add,0000000??????????000?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:34,No
SUB,sub,0100000??????????000?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:35,No
SLL,sll,0000000??????????001?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:36,No
SLT,slt,0000000??????????010?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:37,No
SLTU,sltu,0000000??????????011?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:38,No
XOR,xor,0000000??????????100?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:39,No
SRL,srl,0000000??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:40,No
SRA,sra,0100000??????????101?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:41,No
OR,or,0000000??????????110?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:42,No
AND,and,0000000??????????111?????0110011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:43,No
LB,lb,?????????????????000?????0000011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:45,No
LH,lh,?????????????????001?????0000011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:46,No
LW,lw,?????????????????010?????0000011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:47,No
LBU,lbu,?????????????????100?????0000011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:48,No
LHU,lhu,?????????????????101?????0000011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:49,No
SB,sb,?????????????????000?????0100011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:51,No
SH,sh,?????????????????001?????0100011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:52,No
SW,sw,?????????????????010?????0100011,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:53,No
FENCE,fence,?????????????????000?????0001111,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:55,No
FENCE_I,fence.i,?????????????????001?????0001111,sw/toolchain/riscv-opcodes/opcodes-rv32i,sw/toolchain/riscv-opcodes/opcodes-rv32i:56,No
