candidate,candidate_pattern,conflicting_instruction,existing_pattern,witness_machine_word,source_kind,source_file,source_location
custom-3_f0_f7_70,10001100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x8c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_70,10001100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x8c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_71,10001110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x8e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_71,10001110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x8e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_72,10010000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x9000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_72,10010000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x9000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_73,10010010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x9200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_73,10010010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x9200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_74,10010100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x9400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_74,10010100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x9400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_75,10010110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x9600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_75,10010110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x9600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_76,10011000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x9800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_76,10011000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x9800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_77,10011010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x9a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_77,10011010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x9a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_78,10011100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x9c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_78,10011100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x9c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_79,10011110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x9e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_79,10011110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x9e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_80,10100000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xa000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_80,10100000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xa000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_81,10100010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xa200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_81,10100010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xa200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_82,10100100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xa400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_82,10100100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xa400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_83,10100110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xa600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_83,10100110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xa600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_84,10101000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xa800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_84,10101000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xa800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_85,10101010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xaa00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_85,10101010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xaa00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_86,10101100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xac00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_86,10101100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xac00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_87,10101110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xae00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_87,10101110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xae00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_88,10110000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xb000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_88,10110000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xb000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_89,10110010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xb200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_89,10110010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xb200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_90,10110100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xb400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_90,10110100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xb400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_91,10110110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xb600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_91,10110110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xb600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_92,10111000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xb800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_92,10111000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xb800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_93,10111010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xba00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_93,10111010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xba00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_94,10111100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xbc00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_94,10111100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xbc00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_95,10111110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xbe00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_95,10111110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xbe00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_96,11000000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xc000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_96,11000000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xc000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_97,11000010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xc200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_97,11000010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xc200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_98,11000100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xc400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_98,11000100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xc400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_99,11000110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xc600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_99,11000110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xc600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_100,11001000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xc800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_100,11001000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xc800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_101,11001010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xca00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_101,11001010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xca00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_102,11001100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xcc00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_102,11001100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xcc00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_103,11001110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xce00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_103,11001110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xce00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_104,11010000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xd000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_104,11010000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xd000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_105,11010010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xd200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_105,11010010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xd200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_106,11010100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xd400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_106,11010100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xd400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_107,11010110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xd600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_107,11010110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xd600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_108,11011000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xd800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_108,11011000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xd800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_109,11011010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xda00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_109,11011010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xda00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_110,11011100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xdc00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_110,11011100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xdc00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_111,11011110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xde00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_111,11011110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xde00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_112,11100000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xe000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_112,11100000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xe000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_113,11100010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xe200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_113,11100010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xe200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_114,11100100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xe400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_114,11100100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xe400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_115,11100110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xe600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_115,11100110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xe600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_116,11101000000000000000?????1111011,IADDI,?????????????????000?????1111011,0xe800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_116,11101000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xe800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_117,11101010000000000000?????1111011,IADDI,?????????????????000?????1111011,0xea00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_117,11101010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xea00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_118,11101100000000000000?????1111011,IADDI,?????????????????000?????1111011,0xec00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_118,11101100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0xec00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_119,11101110000000000000?????1111011,IADDI,?????????????????000?????1111011,0xee00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
