candidate,candidate_pattern,conflicting_instruction,existing_pattern,witness_machine_word,source_kind,source_file,source_location
custom-3_f0_f7_15,00011110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x1e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_16,00100000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x2000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_16,00100000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x2000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_17,00100010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x2200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_17,00100010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x2200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_18,00100100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x2400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_18,00100100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x2400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_19,00100110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x2600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_19,00100110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x2600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_20,00101000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x2800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_20,00101000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x2800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_21,00101010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x2a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_21,00101010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x2a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_22,00101100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x2c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_22,00101100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x2c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_23,00101110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x2e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_23,00101110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x2e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_24,00110000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x3000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_24,00110000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x3000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_25,00110010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x3200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_25,00110010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x3200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_26,00110100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x3400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_26,00110100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x3400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_27,00110110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x3600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_27,00110110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x3600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_28,00111000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x3800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_28,00111000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x3800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_29,00111010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x3a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_29,00111010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x3a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_30,00111100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x3c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_30,00111100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x3c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_31,00111110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x3e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_31,00111110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x3e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_32,01000000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x4000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_32,01000000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x4000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_33,01000010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x4200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_33,01000010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x4200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_34,01000100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x4400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_34,01000100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x4400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_35,01000110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x4600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_35,01000110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x4600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_36,01001000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x4800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_36,01001000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x4800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_37,01001010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x4a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_37,01001010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x4a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_38,01001100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x4c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_38,01001100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x4c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_39,01001110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x4e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_39,01001110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x4e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_40,01010000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x5000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_40,01010000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x5000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_41,01010010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x5200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_41,01010010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x5200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_42,01010100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x5400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_42,01010100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x5400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_43,01010110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x5600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_43,01010110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x5600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_44,01011000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x5800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_44,01011000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x5800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_45,01011010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x5a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_45,01011010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x5a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_46,01011100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x5c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_46,01011100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x5c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_47,01011110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x5e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_47,01011110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x5e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_48,01100000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x6000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_48,01100000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x6000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_49,01100010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x6200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_49,01100010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x6200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_50,01100100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x6400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_50,01100100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x6400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_51,01100110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x6600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_51,01100110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x6600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_52,01101000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x6800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_52,01101000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x6800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_53,01101010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x6a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_53,01101010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x6a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_54,01101100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x6c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_54,01101100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x6c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_55,01101110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x6e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_55,01101110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x6e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_56,01110000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x7000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_56,01110000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x7000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_57,01110010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x7200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_57,01110010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x7200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_58,01110100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x7400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_58,01110100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x7400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_59,01110110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x7600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_59,01110110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x7600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_60,01111000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x7800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_60,01111000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x7800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_61,01111010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x7a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_61,01111010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x7a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_62,01111100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x7c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_62,01111100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x7c00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_63,01111110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x7e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_63,01111110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x7e00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_64,10000000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x8000007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_64,10000000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x8000007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_65,10000010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x8200007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_65,10000010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x8200007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_66,10000100000000000000?????1111011,IADDI,?????????????????000?????1111011,0x8400007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_66,10000100000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x8400007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_67,10000110000000000000?????1111011,IADDI,?????????????????000?????1111011,0x8600007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_67,10000110000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x8600007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_68,10001000000000000000?????1111011,IADDI,?????????????????000?????1111011,0x8800007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_68,10001000000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x8800007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
custom-3_f0_f7_69,10001010000000000000?????1111011,IADDI,?????????????????000?????1111011,0x8a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:20
custom-3_f0_f7_69,10001010000000000000?????1111011,LP_STARTI,????????????000000000000?1111011,0x8a00007b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:17
